variant,seed,expected_n,mutation_id,step,kind,outcome,channel,local_failures
V5_control,1234,10000,61,1118,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,62,3737,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,63,2528,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,64,610,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,65,14,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,66,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,67,1089,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,68,449,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,69,3743,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,70,433,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1234,10000,71,2176,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,72,3055,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,73,417,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,74,3103,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,75,836,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,76,3929,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,77,293,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,78,607,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,79,1231,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,80,966,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,81,1001,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,82,528,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,83,3354,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,84,157,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,85,3877,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,86,2762,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,87,2585,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,88,3434,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,89,1075,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,90,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,91,3157,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,92,3557,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,93,347,INSTR_TYPE_MOD,applied,C1,3
V5_control,1234,10000,94,3172,INSTR_TYPE_MOD,applied,C1,5
V5_control,1234,10000,95,1275,INSTR_TYPE_MOD,applied,C1,3
V5_control,1234,10000,96,3161,INSTR_TYPE_MOD,applied,C1,5
V5_control,1234,10000,97,3441,INSTR_TYPE_MOD,applied,C1,2
V5_control,1234,10000,98,2488,INSTR_TYPE_MOD,applied,C1,4
V5_control,1234,10000,99,919,INSTR_TYPE_MOD,applied,C1,3
V5_control,1234,10000,100,837,INSTR_TYPE_MOD,applied,C1,14
V5_control,1234,10000,101,0,INSTR_TYPE_MOD,applied,C1,6
V5_control,1234,10000,102,926,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,103,1583,INSTR_WORD_MOD_FULL,applied,C1,3
V5_control,1234,10000,104,2834,INSTR_WORD_MOD_FULL,applied,C1,3
V5_control,1234,10000,105,3109,INSTR_WORD_MOD_FULL,applied,C1,3
V5_control,1234,10000,106,530,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,107,3535,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,108,450,INSTR_WORD_MOD_FULL,applied,C1,3
V5_control,1234,10000,109,3469,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,110,2593,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1234,10000,111,2150,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1234,10000,112,2318,INSTR_WORD_MOD_SUR,applied,C1,3
V5_control,1234,10000,113,2960,INSTR_WORD_MOD_SUR,applied,C1,2
V5_control,1234,10000,114,365,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1234,10000,115,608,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,116,2057,LOAD_VAL_MOD,applied,C1,1
V5_control,1234,10000,117,1855,LOAD_VAL_MOD,applied,C1,2
V5_control,1234,10000,118,1980,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,119,2037,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,120,1113,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,121,330,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,122,2040,MEM_VAL_MOD,applied,C1,4
V5_control,1234,10000,123,3929,MEM_VAL_MOD,applied,applied_other,0
V5_control,1234,10000,124,687,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,125,292,MEM_VAL_MOD,applied,C1,14
V5_control,1234,10000,126,0,MEM_VAL_MOD,applied,C1,10
V5_control,1234,10000,127,3379,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1234,10000,128,625,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1234,10000,129,2690,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1234,10000,130,3813,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1234,10000,131,452,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1234,10000,132,983,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1234,10000,133,2055,PRE_EXEC_REG_MOD,applied,C1,3
V5_control,1234,10000,134,0,PRE_EXEC_REG_MOD,applied,C1,9
V5_control,1234,10000,135,3074,STORE_OUT_MOD,applied,C1,1
V5_control,1234,10000,136,18,STORE_OUT_MOD,applied,C1,2
V5_control,1234,10000,137,1798,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,138,276,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,139,2771,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,140,1600,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,141,696,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,142,3101,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,143,603,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,144,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,145,3157,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,146,762,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,147,2542,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,148,591,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,149,3610,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,150,2850,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,151,2310,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,152,3591,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,153,672,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,154,3929,TXN_PREV_WORD_MOD,applied,C1,16
V5_control,1234,10000,155,920,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,156,292,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,157,3775,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,158,2452,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,159,966,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,160,3809,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,161,3715,INSTR_TYPE_MOD,applied,C1,1
V5_control,1234,10000,162,3561,INSTR_TYPE_MOD,applied,C1,4
V5_control,1234,10000,163,2263,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,164,445,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,165,1106,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,166,294,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,167,3531,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,168,3929,MEM_VAL_MOD,applied,applied_other,0
V5_control,1234,10000,169,1204,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1234,10000,170,610,PRE_EXEC_REG_MOD,applied,C1,1
V5_control,1234,10000,171,3709,STORE_OUT_MOD,applied,C1,2
V5_control,1234,10000,172,1112,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,173,991,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,174,1253,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,175,74,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,176,294,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,177,372,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,178,513,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,179,2528,INSTR_TYPE_MOD,applied,C1,3
V5_control,1234,10000,180,318,INSTR_WORD_MOD_FULL,applied,C1,13
V5_control,1234,10000,181,3120,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,182,2677,LOAD_VAL_MOD,applied,C1,1
V5_control,1234,10000,183,991,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,184,1642,PRE_EXEC_REG_MOD,error,error,2
V5_control,1234,10000,185,3913,STORE_OUT_MOD,applied,C1,2
V5_control,1234,10000,186,921,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,187,3832,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,188,918,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,189,2851,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,190,2314,INSTR_TYPE_MOD,applied,C1,5
V5_control,1234,10000,191,3766,INSTR_WORD_MOD_FULL,applied,C1,1
V5_control,1234,10000,192,1855,LOAD_VAL_MOD,applied,C1,2
V5_control,1234,10000,193,0,MEM_VAL_MOD,applied,C1,10
V5_control,1234,10000,194,3759,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,195,371,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,196,2550,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,197,1939,INSTR_TYPE_MOD,applied,C1,2
V5_control,1234,10000,198,2054,INSTR_WORD_MOD_FULL,applied,C1,1
V5_control,1234,10000,199,2800,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,200,0,PRE_EXEC_REG_MOD,applied,C1,9
V5_control,1234,10000,201,3842,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,202,921,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,203,773,INSTR_WORD_MOD_FULL,applied,C1,2
V5_control,1234,10000,204,1850,MEM_VAL_MOD,applied,C1,3
V5_control,1234,10000,205,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,206,2069,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,207,2528,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1234,10000,208,450,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1234,10000,209,3591,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,210,3101,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,211,460,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,212,1079,INSTR_TYPE_MOD,applied,C1,17
V5_control,1234,10000,213,2478,PRE_EXEC_REG_MOD,applied,C1,4
V5_control,1234,10000,214,1867,INSTR_TYPE_MOD,applied,C1,3
V5_control,1234,10000,215,3283,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,216,1532,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,217,1072,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,218,824,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1234,10000,219,74,PRE_EXEC_REG_MOD,applied,C1,3
V5_control,1234,10000,220,1116,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1234,10000,221,3561,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,222,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,223,2682,MEM_VAL_MOD,applied,C1,4
V5_control,1234,10000,224,2359,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,225,2676,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,226,3557,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,227,599,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,228,1072,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,229,3153,INSTR_TYPE_MOD,applied,C1,5
V5_control,1234,10000,230,3929,TXN_PREV_WORD_MOD,applied,C1,16
V5_control,1234,10000,231,688,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,232,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1234,10000,233,920,MEM_VAL_MOD,applied,C1,13
V5_control,1234,10000,234,3787,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,235,0,MEM_VAL_MOD,applied,C1,10
V5_control,1234,10000,236,0,PRE_EXEC_REG_MOD,applied,C1,10
V5_control,1234,10000,237,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,238,3929,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,239,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,240,0,INSTR_TYPE_MOD,applied,C1,6
V5_control,1234,10000,241,3929,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,242,0,MEM_VAL_MOD,applied,C1,10
V5_control,1234,10000,243,3929,MEM_VAL_MOD,applied,applied_other,0
V5_control,1234,10000,244,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,245,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,246,3929,TXN_PREV_WORD_MOD,applied,C1,16
V5_control,1234,10000,247,0,INSTR_TYPE_MOD,applied,C1,6
V5_control,1234,10000,248,0,PRE_EXEC_REG_MOD,applied,C1,9
V5_control,1234,10000,249,1692,COMP_OUT_MOD,applied,C1,1
V5_control,1234,10000,250,2585,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,251,686,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,252,1234,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,253,3454,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,254,3202,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,255,3915,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,256,3561,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,257,226,INSTR_TYPE_MOD,applied,C1,4
V5_control,1234,10000,258,3086,INSTR_TYPE_MOD,applied,C1,1
V5_control,1234,10000,259,730,INSTR_TYPE_MOD,applied,C1,4
V5_control,1234,10000,260,295,INSTR_TYPE_MOD,applied,C1,2
V5_control,1234,10000,261,1090,INSTR_TYPE_MOD,applied,C1,3
V5_control,1234,10000,262,3418,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,263,1015,INSTR_WORD_MOD_FULL,applied,C1,2
V5_control,1234,10000,264,610,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,265,3786,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,266,1000,INSTR_WORD_MOD_FULL,applied,C1,1
V5_control,1234,10000,267,2437,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1234,10000,268,2334,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,269,920,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1234,10000,270,2260,LOAD_VAL_MOD,applied,C1,1
V5_control,1234,10000,271,2054,LOAD_VAL_MOD,applied,C1,1
V5_control,1234,10000,272,3156,MEM_VAL_MOD,error,error,2
V5_control,1234,10000,273,1593,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,274,3147,MEM_VAL_MOD,applied,C1,4
V5_control,1234,10000,275,1945,PRE_EXEC_REG_MOD,applied,C1,3
V5_control,1234,10000,276,2106,PRE_EXEC_REG_MOD,applied,C1,2
V5_control,1234,10000,277,3513,PRE_EXEC_REG_MOD,applied,C1,1
V5_control,1234,10000,278,1611,STORE_OUT_MOD,applied,C1,2
V5_control,1234,10000,279,3911,STORE_OUT_MOD,applied,C1,2
V5_control,1234,10000,280,3620,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,281,2272,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,282,2314,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,283,2498,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,284,840,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,285,639,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,286,3816,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,287,808,TXN_PREV_WORD_MOD,applied,applied_other,0
V5_control,1234,10000,288,764,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1234,10000,289,837,TXN_PREV_WORD_MOD,applied,C1,2
V5_control,1234,10000,290,289,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,291,722,INSTR_TYPE_MOD,applied,C1,3
V5_control,1234,10000,292,2552,INSTR_TYPE_MOD,applied,C1,4
V5_control,1234,10000,293,3153,INSTR_TYPE_MOD,applied,C1,5
V5_control,1234,10000,294,594,INSTR_TYPE_MOD,applied,C1,5
V5_control,1234,10000,295,2507,MEM_VAL_MOD,applied,C1,13
V5_control,1234,10000,296,2572,INSTR_WORD_MOD_FULL,applied,C1,4
V5_control,1234,10000,297,842,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,298,1854,MEM_VAL_MOD,applied,C1,4
V5_control,1234,10000,299,1077,TXN_PREV_WORD_MOD,applied,C1,1
V5_control,1234,10000,300,3513,TXN_PREV_CYCLE_MOD,applied,applied_other,0
V5_control,1234,10000,301,3125,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,302,653,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,303,765,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,304,3561,COMP_OUT_MOD,applied,C1,2
V5_control,1234,10000,305,275,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,306,902,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,307,253,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,308,3199,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,309,2584,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,310,921,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,311,3556,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,312,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,313,920,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,314,759,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
V5_control,1234,10000,315,579,INSTR_TYPE_MOD,applied,C1,3
V5_control,1234,10000,316,2066,INSTR_TYPE_MOD,applied,C1,2
V5_control,1234,10000,317,1649,INSTR_TYPE_MOD,applied,C1,3
V5_control,1234,10000,318,696,INSTR_TYPE_MOD,applied,C1,6
V5_control,1234,10000,319,3103,INSTR_TYPE_MOD,applied,C1,4
V5_control,1234,10000,320,2040,INSTR_TYPE_MOD,applied,C1,5
V5_control,1234,10000,321,999,INSTR_TYPE_MOD,applied,C1,4
V5_control,1234,10000,322,995,INSTR_TYPE_MOD,applied,C1,6
V5_control,1234,10000,323,0,INSTR_TYPE_MOD,applied,C1,5
V5_control,1234,10000,324,1905,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,325,3268,INSTR_WORD_MOD_FULL,applied,C1,2
V5_control,1234,10000,326,2331,INSTR_WORD_MOD_FULL,applied,applied_other,0
V5_control,1234,10000,327,2552,INSTR_WORD_MOD_FULL,applied,C1,4
V5_control,1234,10000,328,530,INSTR_WORD_MOD_FULL,applied,C1,5
V5_control,1234,10000,329,3553,INSTR_WORD_MOD_FULL,applied,C1,4
V5_control,1234,10000,330,1855,INSTR_WORD_MOD_FULL,applied,C1,1
V5_control,1234,10000,331,887,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1234,10000,332,2775,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,333,2872,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,334,495,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,335,3441,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1234,10000,336,2492,INSTR_WORD_MOD_SUR,applied,C1,1
V5_control,1234,10000,337,1090,INSTR_WORD_MOD_SUR,applied,applied_other,0
V5_control,1234,10000,338,2651,LOAD_VAL_MOD,applied,C1,2
V5_control,1234,10000,339,1854,LOAD_VAL_MOD,applied,C1,2
V5_control,1234,10000,340,1308,MEM_VAL_MOD,applied,C1,10
V5_control,1234,10000,341,746,MEM_VAL_MOD,applied,C1,4
V5_control,1234,10000,342,646,MEM_VAL_MOD,applied,C1,4
V5_control,1234,10000,343,933,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,344,831,MEM_VAL_MOD,applied,C1,2
V5_control,1234,10000,345,3929,MEM_VAL_MOD,applied,applied_other,0
V5_control,1234,10000,346,687,MEM_VAL_MOD,applied,C1,5
