variant,seed,expected_n,phase,split_at_mutation_id,pulls,instr_word_mod_share,instr_word_mod_pulls,top_kind,top_kind_share,kind_entropy
V5_control,1235,10000,mode_adaptive,,290,0.0,0,TXN_PREV_CYCLE_MOD,0.029,
V5_control,1235,10000,mode_adaptive,,21,0.0,0,TXN_PREV_WORD_MOD,0.0021,
V5_control,1235,10000,mode_cold,,12,0.0,0,COMP_OUT_MOD,0.0012,
V5_control,1235,10000,mode_cold,,30,0.0,0,CYCLE_DIFF_COUNT_MOD,0.003,
V5_control,1235,10000,mode_cold,,27,0.0,0,INSTR_TYPE_MOD,0.0027,
V5_control,1235,10000,mode_cold,,21,0.0,0,INSTR_WORD_MOD_FULL,0.0021,
V5_control,1235,10000,mode_cold,,21,0.0,0,INSTR_WORD_MOD_SUR,0.0021,
V5_control,1235,10000,mode_cold,,6,0.0,0,LOAD_VAL_MOD,0.0006,
V5_control,1235,10000,mode_cold,,27,0.0,0,MEM_VAL_MOD,0.0027,
V5_control,1235,10000,mode_cold,,24,0.0,0,PRE_EXEC_REG_MOD,0.0024,
V5_control,1235,10000,mode_cold,,6,0.0,0,STORE_OUT_MOD,0.0006,
V5_control,1235,10000,mode_cold,,30,0.0,0,TXN_PREV_CYCLE_MOD,0.003,
V5_control,1235,10000,mode_cold,,30,0.0,0,TXN_PREV_WORD_MOD,0.003,
V5_control,1235,10000,mode_floor,,391,0.0,0,COMP_OUT_MOD,0.0391,
V5_control,1235,10000,mode_floor,,975,0.0,0,CYCLE_DIFF_COUNT_MOD,0.0975,
V5_control,1235,10000,mode_floor,,878,0.0,0,INSTR_TYPE_MOD,0.0878,
V5_control,1235,10000,mode_floor,,684,0.0,0,INSTR_WORD_MOD_FULL,0.0684,
V5_control,1235,10000,mode_floor,,682,0.0,0,INSTR_WORD_MOD_SUR,0.0682,
V5_control,1235,10000,mode_floor,,196,0.0,0,LOAD_VAL_MOD,0.0196,
V5_control,1235,10000,mode_floor,,876,0.0,0,MEM_VAL_MOD,0.0876,
V5_control,1235,10000,mode_floor,,779,0.0,0,PRE_EXEC_REG_MOD,0.0779,
V5_control,1235,10000,mode_floor,,196,0.0,0,STORE_OUT_MOD,0.0196,
V5_control,1235,10000,mode_floor,,975,0.0,0,TXN_PREV_CYCLE_MOD,0.0975,
V5_control,1235,10000,mode_floor,,975,0.0,0,TXN_PREV_WORD_MOD,0.0975,
V5_control,1235,10000,mode_singleton,,2,0.0,0,CYCLE_DIFF_COUNT_MOD,0.0002,
V5_control,1235,10000,mode_singleton,,2,0.0,0,INSTR_TYPE_MOD,0.0002,
V5_control,1235,10000,mode_singleton,,4,0.0,0,MEM_VAL_MOD,0.0004,
V5_control,1235,10000,mode_singleton,,2,0.0,0,PRE_EXEC_REG_MOD,0.0002,
V5_control,1235,10000,mode_singleton,,2,0.0,0,TXN_PREV_CYCLE_MOD,0.0002,
V5_control,1235,10000,mode_singleton,,2,0.0,0,TXN_PREV_WORD_MOD,0.0002,
V5_control,1236,10000,early,5000,5000,0.0,0,INSTR_TYPE_MOD,0.2262,3.1930159707680748
V5_control,1236,10000,late,5000,4998,0.0,0,INSTR_TYPE_MOD,0.24509803921568626,3.16927665111802
V5_control,1236,10000,all,,9998,0.0,0,INSTR_TYPE_MOD,0.23564712942588517,3.1818736474781173
V5_control,1236,10000,mode_adaptive,,1,0.0,0,COMP_OUT_MOD,0.00010002000400080016,
V5_control,1236,10000,mode_adaptive,,1449,0.0,0,INSTR_TYPE_MOD,0.14492898579715943,
V5_control,1236,10000,mode_adaptive,,43,0.0,0,INSTR_WORD_MOD_FULL,0.004300860172034407,
V5_control,1236,10000,mode_adaptive,,17,0.0,0,INSTR_WORD_MOD_SUR,0.0017003400680136026,
V5_control,1236,10000,mode_adaptive,,273,0.0,0,MEM_VAL_MOD,0.027305461092218444,
V5_control,1236,10000,mode_adaptive,,91,0.0,0,PRE_EXEC_REG_MOD,0.009101820364072815,
V5_control,1236,10000,mode_adaptive,,1,0.0,0,STORE_OUT_MOD,0.00010002000400080016,
V5_control,1236,10000,mode_adaptive,,246,0.0,0,TXN_PREV_CYCLE_MOD,0.02460492098419684,
V5_control,1236,10000,mode_adaptive,,24,0.0,0,TXN_PREV_WORD_MOD,0.002400480096019204,
V5_control,1236,10000,mode_cold,,12,0.0,0,COMP_OUT_MOD,0.001200240048009602,
V5_control,1236,10000,mode_cold,,30,0.0,0,CYCLE_DIFF_COUNT_MOD,0.0030006001200240046,
V5_control,1236,10000,mode_cold,,27,0.0,0,INSTR_TYPE_MOD,0.0027005401080216042,
V5_control,1236,10000,mode_cold,,21,0.0,0,INSTR_WORD_MOD_FULL,0.0021004200840168035,
V5_control,1236,10000,mode_cold,,21,0.0,0,INSTR_WORD_MOD_SUR,0.0021004200840168035,
V5_control,1236,10000,mode_cold,,6,0.0,0,LOAD_VAL_MOD,0.000600120024004801,
V5_control,1236,10000,mode_cold,,27,0.0,0,MEM_VAL_MOD,0.0027005401080216042,
V5_control,1236,10000,mode_cold,,24,0.0,0,PRE_EXEC_REG_MOD,0.002400480096019204,
V5_control,1236,10000,mode_cold,,6,0.0,0,STORE_OUT_MOD,0.000600120024004801,
V5_control,1236,10000,mode_cold,,30,0.0,0,TXN_PREV_CYCLE_MOD,0.0030006001200240046,
V5_control,1236,10000,mode_cold,,30,0.0,0,TXN_PREV_WORD_MOD,0.0030006001200240046,
V5_control,1236,10000,mode_floor,,391,0.0,0,COMP_OUT_MOD,0.03910782156431286,
V5_control,1236,10000,mode_floor,,975,0.0,0,CYCLE_DIFF_COUNT_MOD,0.09751950390078015,
V5_control,1236,10000,mode_floor,,878,0.0,0,INSTR_TYPE_MOD,0.08781756351270253,
V5_control,1236,10000,mode_floor,,684,0.0,0,INSTR_WORD_MOD_FULL,0.06841368273654731,
V5_control,1236,10000,mode_floor,,682,0.0,0,INSTR_WORD_MOD_SUR,0.06821364272854571,
V5_control,1236,10000,mode_floor,,196,0.0,0,LOAD_VAL_MOD,0.01960392078415683,
V5_control,1236,10000,mode_floor,,876,0.0,0,MEM_VAL_MOD,0.08761752350470094,
V5_control,1236,10000,mode_floor,,777,0.0,0,PRE_EXEC_REG_MOD,0.07771554310862172,
V5_control,1236,10000,mode_floor,,196,0.0,0,STORE_OUT_MOD,0.01960392078415683,
V5_control,1236,10000,mode_floor,,975,0.0,0,TXN_PREV_CYCLE_MOD,0.09751950390078015,
V5_control,1236,10000,mode_floor,,975,0.0,0,TXN_PREV_WORD_MOD,0.09751950390078015,
V5_control,1236,10000,mode_singleton,,2,0.0,0,CYCLE_DIFF_COUNT_MOD,0.00020004000800160032,
V5_control,1236,10000,mode_singleton,,2,0.0,0,INSTR_TYPE_MOD,0.00020004000800160032,
V5_control,1236,10000,mode_singleton,,4,0.0,0,MEM_VAL_MOD,0.00040008001600320064,
V5_control,1236,10000,mode_singleton,,2,0.0,0,PRE_EXEC_REG_MOD,0.00020004000800160032,
V5_control,1236,10000,mode_singleton,,2,0.0,0,TXN_PREV_CYCLE_MOD,0.00020004000800160032,
V5_control,1236,10000,mode_singleton,,2,0.0,0,TXN_PREV_WORD_MOD,0.00020004000800160032,
V6_cTS,1234,10000,early,5000,5000,0.288,1440,INSTR_WORD_MOD,0.288,3.100860069233403
V6_cTS,1234,10000,late,5000,5000,0.354,1770,INSTR_WORD_MOD,0.354,2.9345882947352204
V6_cTS,1234,10000,all,,10000,0.321,3210,INSTR_WORD_MOD,0.321,3.026520304361946
V6_cTS,1234,10000,mode_adaptive,,1,0.0,0,BR_NEG_COND,0.0001,
V6_cTS,1234,10000,mode_adaptive,,182,1.0,182,INSTR_WORD_MOD,0.0182,
V6_cTS,1234,10000,mode_adaptive,,115,0.0,0,LOAD_VAL_MOD,0.0115,
V6_cTS,1234,10000,mode_adaptive,,689,0.0,0,POST_EXEC_MEM_MOD,0.0689,
V6_cTS,1234,10000,mode_adaptive,,411,0.0,0,POST_EXEC_PC_MOD,0.0411,
V6_cTS,1234,10000,mode_adaptive,,647,0.0,0,POST_EXEC_REG_MOD,0.0647,
V6_cTS,1234,10000,mode_adaptive,,697,0.0,0,PRE_EXEC_MEM_MOD,0.0697,
V6_cTS,1234,10000,mode_adaptive,,425,0.0,0,PRE_EXEC_PC_MOD,0.0425,
V6_cTS,1234,10000,mode_adaptive,,633,0.0,0,PRE_EXEC_REG_MOD,0.0633,
V6_cTS,1234,10000,mode_adaptive,,68,0.0,0,STORE_OUT_MOD,0.0068,
V6_cTS,1234,10000,mode_cold,,29,0.0,0,BR_NEG_COND,0.0029,
V6_cTS,1234,10000,mode_cold,,39,0.0,0,COMP_OUT_MOD,0.0039,
V6_cTS,1234,10000,mode_cold,,179,1.0,179,INSTR_WORD_MOD,0.0179,
V6_cTS,1234,10000,mode_cold,,32,0.0,0,LOAD_VAL_MOD,0.0032,
V6_cTS,1234,10000,mode_cold,,176,0.0,0,POST_EXEC_MEM_MOD,0.0176,
V6_cTS,1234,10000,mode_cold,,186,0.0,0,POST_EXEC_PC_MOD,0.0186,
V6_cTS,1234,10000,mode_cold,,177,0.0,0,POST_EXEC_REG_MOD,0.0177,
V6_cTS,1234,10000,mode_cold,,178,0.0,0,PRE_EXEC_MEM_MOD,0.0178,
V6_cTS,1234,10000,mode_cold,,175,0.0,0,PRE_EXEC_PC_MOD,0.0175,
V6_cTS,1234,10000,mode_cold,,178,0.0,0,PRE_EXEC_REG_MOD,0.0178,
V6_cTS,1234,10000,mode_cold,,21,0.0,0,STORE_OUT_MOD,0.0021,
V6_cTS,1234,10000,mode_floor,,843,0.0,0,BR_NEG_COND,0.0843,
V6_cTS,1234,10000,mode_floor,,1042,0.0,0,COMP_OUT_MOD,0.1042,
V6_cTS,1234,10000,mode_floor,,2845,1.0,2845,INSTR_WORD_MOD,0.2845,
V6_cTS,1234,10000,mode_singleton,,4,0.0,0,COMP_OUT_MOD,0.0004,
V6_cTS,1234,10000,mode_singleton,,4,1.0,4,INSTR_WORD_MOD,0.0004,
V6_cTS,1234,10000,mode_singleton,,4,0.0,0,POST_EXEC_MEM_MOD,0.0004,
V6_cTS,1234,10000,mode_singleton,,4,0.0,0,POST_EXEC_PC_MOD,0.0004,
V6_cTS,1234,10000,mode_singleton,,4,0.0,0,POST_EXEC_REG_MOD,0.0004,
V6_cTS,1234,10000,mode_singleton,,4,0.0,0,PRE_EXEC_MEM_MOD,0.0004,
V6_cTS,1234,10000,mode_singleton,,4,0.0,0,PRE_EXEC_PC_MOD,0.0004,
V6_cTS,1234,10000,mode_singleton,,4,0.0,0,PRE_EXEC_REG_MOD,0.0004,
V6_cTS,1235,10000,early,5000,5000,0.2902,1451,INSTR_WORD_MOD,0.2902,3.0938263195149904
V6_cTS,1235,10000,late,5000,5000,0.3538,1769,INSTR_WORD_MOD,0.3538,2.9376399338992205
V6_cTS,1235,10000,all,,10000,0.322,3220,INSTR_WORD_MOD,0.322,3.0253011766194216
V6_cTS,1235,10000,mode_adaptive,,1,0.0,0,BR_NEG_COND,0.0001,
V6_cTS,1235,10000,mode_adaptive,,170,1.0,170,INSTR_WORD_MOD,0.017,
V6_cTS,1235,10000,mode_adaptive,,110,0.0,0,LOAD_VAL_MOD,0.011,
V6_cTS,1235,10000,mode_adaptive,,677,0.0,0,POST_EXEC_MEM_MOD,0.0677,
V6_cTS,1235,10000,mode_adaptive,,411,0.0,0,POST_EXEC_PC_MOD,0.0411,
V6_cTS,1235,10000,mode_adaptive,,661,0.0,0,POST_EXEC_REG_MOD,0.0661,
V6_cTS,1235,10000,mode_adaptive,,650,0.0,0,PRE_EXEC_MEM_MOD,0.065,
V6_cTS,1235,10000,mode_adaptive,,436,0.0,0,PRE_EXEC_PC_MOD,0.0436,
V6_cTS,1235,10000,mode_adaptive,,627,0.0,0,PRE_EXEC_REG_MOD,0.0627,
V6_cTS,1235,10000,mode_adaptive,,73,0.0,0,STORE_OUT_MOD,0.0073,
V6_cTS,1235,10000,mode_cold,,29,0.0,0,BR_NEG_COND,0.0029,
V6_cTS,1235,10000,mode_cold,,41,0.0,0,COMP_OUT_MOD,0.0041,
V6_cTS,1235,10000,mode_cold,,178,1.0,178,INSTR_WORD_MOD,0.0178,
V6_cTS,1235,10000,mode_cold,,31,0.0,0,LOAD_VAL_MOD,0.0031,
V6_cTS,1235,10000,mode_cold,,178,0.0,0,POST_EXEC_MEM_MOD,0.0178,
V6_cTS,1235,10000,mode_cold,,184,0.0,0,POST_EXEC_PC_MOD,0.0184,
V6_cTS,1235,10000,mode_cold,,182,0.0,0,POST_EXEC_REG_MOD,0.0182,
V6_cTS,1235,10000,mode_cold,,179,0.0,0,PRE_EXEC_MEM_MOD,0.0179,
V6_cTS,1235,10000,mode_cold,,180,0.0,0,PRE_EXEC_PC_MOD,0.018,
V6_cTS,1235,10000,mode_cold,,183,0.0,0,PRE_EXEC_REG_MOD,0.0183,
V6_cTS,1235,10000,mode_cold,,21,0.0,0,STORE_OUT_MOD,0.0021,
V6_cTS,1235,10000,mode_floor,,850,0.0,0,BR_NEG_COND,0.085,
V6_cTS,1235,10000,mode_floor,,1043,0.0,0,COMP_OUT_MOD,0.1043,
V6_cTS,1235,10000,mode_floor,,2868,1.0,2868,INSTR_WORD_MOD,0.2868,
V6_cTS,1235,10000,mode_singleton,,4,0.0,0,COMP_OUT_MOD,0.0004,
V6_cTS,1235,10000,mode_singleton,,4,1.0,4,INSTR_WORD_MOD,0.0004,
V6_cTS,1235,10000,mode_singleton,,6,0.0,0,POST_EXEC_MEM_MOD,0.0006,
V6_cTS,1235,10000,mode_singleton,,4,0.0,0,POST_EXEC_PC_MOD,0.0004,
V6_cTS,1235,10000,mode_singleton,,4,0.0,0,POST_EXEC_REG_MOD,0.0004,
V6_cTS,1235,10000,mode_singleton,,7,0.0,0,PRE_EXEC_MEM_MOD,0.0007,
V6_cTS,1235,10000,mode_singleton,,4,0.0,0,PRE_EXEC_PC_MOD,0.0004,
V6_cTS,1235,10000,mode_singleton,,4,0.0,0,PRE_EXEC_REG_MOD,0.0004,
V6_cTS,1236,10000,early,5000,5000,0.2908,1454,INSTR_WORD_MOD,0.2908,3.0963102011399575
V6_cTS,1236,10000,late,5000,5000,0.3478,1739,INSTR_WORD_MOD,0.3478,2.948877384889791
V6_cTS,1236,10000,all,,10000,0.3193,3193,INSTR_WORD_MOD,0.3193,3.0308548904075865
V6_cTS,1236,10000,mode_adaptive,,1,0.0,0,BR_NEG_COND,0.0001,
V6_cTS,1236,10000,mode_adaptive,,1,0.0,0,COMP_OUT_MOD,0.0001,
V6_cTS,1236,10000,mode_adaptive,,160,1.0,160,INSTR_WORD_MOD,0.016,
V6_cTS,1236,10000,mode_adaptive,,107,0.0,0,LOAD_VAL_MOD,0.0107,
V6_cTS,1236,10000,mode_adaptive,,678,0.0,0,POST_EXEC_MEM_MOD,0.0678,
V6_cTS,1236,10000,mode_adaptive,,427,0.0,0,POST_EXEC_PC_MOD,0.0427,
V6_cTS,1236,10000,mode_adaptive,,619,0.0,0,POST_EXEC_REG_MOD,0.0619,
V6_cTS,1236,10000,mode_adaptive,,690,0.0,0,PRE_EXEC_MEM_MOD,0.069,
V6_cTS,1236,10000,mode_adaptive,,430,0.0,0,PRE_EXEC_PC_MOD,0.043,
V6_cTS,1236,10000,mode_adaptive,,660,0.0,0,PRE_EXEC_REG_MOD,0.066,
V6_cTS,1236,10000,mode_adaptive,,73,0.0,0,STORE_OUT_MOD,0.0073,
V6_cTS,1236,10000,mode_cold,,28,0.0,0,BR_NEG_COND,0.0028,
V6_cTS,1236,10000,mode_cold,,40,0.0,0,COMP_OUT_MOD,0.004,
V6_cTS,1236,10000,mode_cold,,184,1.0,184,INSTR_WORD_MOD,0.0184,
V6_cTS,1236,10000,mode_cold,,31,0.0,0,LOAD_VAL_MOD,0.0031,
V6_cTS,1236,10000,mode_cold,,186,0.0,0,POST_EXEC_MEM_MOD,0.0186,
V6_cTS,1236,10000,mode_cold,,181,0.0,0,POST_EXEC_PC_MOD,0.0181,
V6_cTS,1236,10000,mode_cold,,192,0.0,0,POST_EXEC_REG_MOD,0.0192,
V6_cTS,1236,10000,mode_cold,,178,0.0,0,PRE_EXEC_MEM_MOD,0.0178,
V6_cTS,1236,10000,mode_cold,,186,0.0,0,PRE_EXEC_PC_MOD,0.0186,
V6_cTS,1236,10000,mode_cold,,182,0.0,0,PRE_EXEC_REG_MOD,0.0182,
V6_cTS,1236,10000,mode_cold,,21,0.0,0,STORE_OUT_MOD,0.0021,
V6_cTS,1236,10000,mode_floor,,838,0.0,0,BR_NEG_COND,0.0838,
V6_cTS,1236,10000,mode_floor,,1028,0.0,0,COMP_OUT_MOD,0.1028,
V6_cTS,1236,10000,mode_floor,,2845,1.0,2845,INSTR_WORD_MOD,0.2845,
V6_cTS,1236,10000,mode_singleton,,4,0.0,0,COMP_OUT_MOD,0.0004,
V6_cTS,1236,10000,mode_singleton,,4,1.0,4,INSTR_WORD_MOD,0.0004,
V6_cTS,1236,10000,mode_singleton,,5,0.0,0,POST_EXEC_MEM_MOD,0.0005,
V6_cTS,1236,10000,mode_singleton,,4,0.0,0,POST_EXEC_PC_MOD,0.0004,
V6_cTS,1236,10000,mode_singleton,,4,0.0,0,POST_EXEC_REG_MOD,0.0004,
V6_cTS,1236,10000,mode_singleton,,5,0.0,0,PRE_EXEC_MEM_MOD,0.0005,
V6_cTS,1236,10000,mode_singleton,,4,0.0,0,PRE_EXEC_PC_MOD,0.0004,
V6_cTS,1236,10000,mode_singleton,,4,0.0,0,PRE_EXEC_REG_MOD,0.0004,
Hybrid_cTS,1234,10000,early,5000,5000,0.117,585,PRE_EXEC_MEM_MOD,0.1522,3.6380860283796466
Hybrid_cTS,1234,10000,late,5000,5000,0.1092,546,PRE_EXEC_MEM_MOD,0.138,3.650375589922713
Hybrid_cTS,1234,10000,all,,10000,0.1131,1131,PRE_EXEC_MEM_MOD,0.1451,3.645751616592083
Hybrid_cTS,1234,10000,mode_adaptive,,191,0.0,0,BR_NEG_COND,0.0191,
Hybrid_cTS,1234,10000,mode_adaptive,,309,0.0,0,INSTR_TYPE_MOD,0.0309,
Hybrid_cTS,1234,10000,mode_adaptive,,949,1.0,949,INSTR_WORD_MOD,0.0949,
Hybrid_cTS,1234,10000,mode_adaptive,,1,0.0,0,INSTR_WORD_MOD_FULL,0.0001,
Hybrid_cTS,1234,10000,mode_adaptive,,2,0.0,0,INSTR_WORD_MOD_SUR,0.0002,
Hybrid_cTS,1234,10000,mode_adaptive,,3,0.0,0,MEM_VAL_MOD,0.0003,
Hybrid_cTS,1234,10000,mode_adaptive,,1269,0.0,0,PRE_EXEC_MEM_MOD,0.1269,
Hybrid_cTS,1234,10000,mode_adaptive,,800,0.0,0,PRE_EXEC_PC_MOD,0.08,
Hybrid_cTS,1234,10000,mode_adaptive,,443,0.0,0,TXN_PREV_CYCLE_MOD,0.0443,
Hybrid_cTS,1234,10000,mode_adaptive,,225,0.0,0,TXN_PREV_WORD_MOD,0.0225,
Hybrid_cTS,1234,10000,mode_cold,,27,0.0,0,BR_NEG_COND,0.0027,
Hybrid_cTS,1234,10000,mode_cold,,12,0.0,0,COMP_OUT_MOD,0.0012,
Hybrid_cTS,1234,10000,mode_cold,,30,0.0,0,CYCLE_DIFF_COUNT_MOD,0.003,
Hybrid_cTS,1234,10000,mode_cold,,27,0.0,0,INSTR_TYPE_MOD,0.0027,
Hybrid_cTS,1234,10000,mode_cold,,178,1.0,178,INSTR_WORD_MOD,0.0178,
Hybrid_cTS,1234,10000,mode_cold,,21,0.0,0,INSTR_WORD_MOD_FULL,0.0021,
Hybrid_cTS,1234,10000,mode_cold,,21,0.0,0,INSTR_WORD_MOD_SUR,0.0021,
Hybrid_cTS,1234,10000,mode_cold,,6,0.0,0,LOAD_VAL_MOD,0.0006,
Hybrid_cTS,1234,10000,mode_cold,,27,0.0,0,MEM_VAL_MOD,0.0027,
Hybrid_cTS,1234,10000,mode_cold,,178,0.0,0,PRE_EXEC_MEM_MOD,0.0178,
Hybrid_cTS,1234,10000,mode_cold,,189,0.0,0,PRE_EXEC_PC_MOD,0.0189,
Hybrid_cTS,1234,10000,mode_cold,,24,0.0,0,PRE_EXEC_REG_MOD,0.0024,
Hybrid_cTS,1234,10000,mode_cold,,6,0.0,0,STORE_OUT_MOD,0.0006,
Hybrid_cTS,1234,10000,mode_cold,,30,0.0,0,TXN_PREV_CYCLE_MOD,0.003,
Hybrid_cTS,1234,10000,mode_cold,,30,0.0,0,TXN_PREV_WORD_MOD,0.003,
Hybrid_cTS,1234,10000,mode_floor,,360,0.0,0,COMP_OUT_MOD,0.036,
Hybrid_cTS,1234,10000,mode_floor,,900,0.0,0,CYCLE_DIFF_COUNT_MOD,0.09,
Hybrid_cTS,1234,10000,mode_floor,,732,0.0,0,INSTR_TYPE_MOD,0.0732,
Hybrid_cTS,1234,10000,mode_floor,,629,0.0,0,INSTR_WORD_MOD_FULL,0.0629,
Hybrid_cTS,1234,10000,mode_floor,,628,0.0,0,INSTR_WORD_MOD_SUR,0.0628,
Hybrid_cTS,1234,10000,mode_floor,,180,0.0,0,LOAD_VAL_MOD,0.018,
Hybrid_cTS,1234,10000,mode_floor,,798,0.0,0,MEM_VAL_MOD,0.0798,
Hybrid_cTS,1234,10000,mode_floor,,563,0.0,0,PRE_EXEC_REG_MOD,0.0563,
Hybrid_cTS,1234,10000,mode_floor,,80,0.0,0,STORE_OUT_MOD,0.008,
Hybrid_cTS,1234,10000,mode_floor,,91,0.0,0,TXN_PREV_CYCLE_MOD,0.0091,
Hybrid_cTS,1234,10000,mode_floor,,15,0.0,0,TXN_PREV_WORD_MOD,0.0015,
Hybrid_cTS,1234,10000,mode_singleton,,2,0.0,0,CYCLE_DIFF_COUNT_MOD,0.0002,
Hybrid_cTS,1234,10000,mode_singleton,,2,0.0,0,INSTR_TYPE_MOD,0.0002,
Hybrid_cTS,1234,10000,mode_singleton,,4,1.0,4,INSTR_WORD_MOD,0.0004,
Hybrid_cTS,1234,10000,mode_singleton,,4,0.0,0,MEM_VAL_MOD,0.0004,
Hybrid_cTS,1234,10000,mode_singleton,,4,0.0,0,PRE_EXEC_MEM_MOD,0.0004,
Hybrid_cTS,1234,10000,mode_singleton,,4,0.0,0,PRE_EXEC_PC_MOD,0.0004,
Hybrid_cTS,1234,10000,mode_singleton,,2,0.0,0,PRE_EXEC_REG_MOD,0.0002,
Hybrid_cTS,1234,10000,mode_singleton,,2,0.0,0,TXN_PREV_CYCLE_MOD,0.0002,
Hybrid_cTS,1234,10000,mode_singleton,,2,0.0,0,TXN_PREV_WORD_MOD,0.0002,
