variant,seed,mutation_id,kind,step,iter_seed,class,evidence,trace_changed,post_inject_pc_changed,post_inject_trace_changed,inject_disasm_changed,unaligned_access,fault_word_change,global_residue
Hybrid_cTS,1234,1799,INSTR_WORD_MOD,2531,1234001799,accepted_noop,,False,False,False,False,False,115=>32883,False
Hybrid_cTS,1234,1954,INSTR_WORD_MOD,1019,1234001954,accepted_noop,,False,False,False,False,False,115=>262259,False
Hybrid_cTS,1234,2043,INSTR_WORD_MOD,157,1234002043,accepted_noop,,False,False,False,False,False,115=>627,False
Hybrid_cTS,1234,2060,INSTR_WORD_MOD,682,1234002060,accepted_propagated_candidate,weak,True,False,False,True,True,21112067=>22160643,False
Hybrid_cTS,1234,2403,INSTR_WORD_MOD,840,1234002403,accepted_noop,,False,False,False,False,False,115=>1139,False
Hybrid_cTS,1234,2591,INSTR_WORD_MOD,249,1234002591,accepted_noop,,False,False,False,False,False,2487255271=>2487271655,False
Hybrid_cTS,1234,2663,INSTR_WORD_MOD,3156,1234002663,accepted_noop,,False,False,False,False,False,115=>2163,False
Hybrid_cTS,1234,2747,INSTR_WORD_MOD,1853,1234002747,accepted_noop,cosmetic,True,False,False,True,False,67440739=>67441763,False
Hybrid_cTS,1234,2784,INSTR_WORD_MOD,3684,1234002784,accepted_propagated_candidate,weak,True,False,False,True,True,4663299=>6760451,False
Hybrid_cTS,1234,2919,INSTR_WORD_MOD,778,1234002919,accepted_noop,,False,False,False,False,False,807403635=>807927923,False
Hybrid_cTS,1234,2987,INSTR_WORD_MOD,676,1234002987,accepted_noop,cosmetic,True,False,False,True,False,44266083=>10711651,False
Hybrid_cTS,1234,3205,INSTR_WORD_MOD,2535,1234003205,accepted_noop,,False,False,False,False,False,807403635=>815792243,False
Hybrid_cTS,1234,3288,INSTR_WORD_MOD,3933,1234003288,accepted_propagated_candidate,weak,True,False,False,True,True,46277251=>47325827,False
Hybrid_cTS,1234,3323,INSTR_WORD_MOD,3840,1234003323,accepted_noop,,False,False,False,False,False,807403635=>808452211,False
Hybrid_cTS,1234,3329,INSTR_WORD_MOD,174,1234003329,accepted_noop,,False,False,False,False,False,115=>2163,False
Hybrid_cTS,1234,3371,INSTR_WORD_MOD,857,1234003371,accepted_noop,,False,False,False,False,False,115=>2163,False
Hybrid_cTS,1234,3512,INSTR_WORD_MOD,2279,1234003512,accepted_propagated_candidate,weak,True,False,False,True,True,13050499=>14099075,False
Hybrid_cTS,1234,3841,INSTR_WORD_MOD,2413,1234003841,accepted_propagated_candidate,weak,True,False,False,True,True,11971107=>11971235,False
Hybrid_cTS,1234,3863,INSTR_WORD_MOD,985,1234003863,accepted_noop,,False,False,False,False,False,4160782567=>4160798951,False
Hybrid_cTS,1234,3984,INSTR_WORD_MOD,2363,1234003984,accepted_propagated_candidate,weak,True,False,False,True,False,249978979=>1323720803,False
Hybrid_cTS,1234,4157,INSTR_WORD_MOD,452,1234004157,accepted_noop,,False,False,False,False,False,115=>627,False
Hybrid_cTS,1234,4177,INSTR_WORD_MOD,3926,1234004177,accepted_noop,,False,False,False,False,False,115=>32883,False
Hybrid_cTS,1234,4296,INSTR_WORD_MOD,295,1234004296,accepted_noop,,False,False,False,False,False,115=>32883,False
Hybrid_cTS,1234,4453,INSTR_WORD_MOD,1000,1234004453,accepted_noop,cosmetic,True,False,False,True,False,44561507=>44563555,False
Hybrid_cTS,1234,4679,INSTR_WORD_MOD,3956,1234004679,accepted_propagated_candidate,weak,True,False,False,True,False,267744531=>133526803,False
Hybrid_cTS,1234,4775,INSTR_WORD_MOD,2321,1234004775,accepted_noop,cosmetic,True,False,False,True,False,369459811=>503677539,False
Hybrid_cTS,1234,4921,INSTR_WORD_MOD,3157,1234004921,accepted_propagated_candidate,weak,True,False,False,True,True,21112067=>23209219,False
Hybrid_cTS,1234,5048,INSTR_WORD_MOD,721,1234005048,accepted_noop,cosmetic,True,False,False,True,False,860167779=>1933909603,False
Hybrid_cTS,1234,5328,INSTR_WORD_MOD,376,1234005328,accepted_noop,,False,False,False,False,False,115=>627,False
Hybrid_cTS,1234,5364,INSTR_WORD_MOD,371,1234005364,accepted_propagated_candidate,weak,True,False,False,True,False,13233763=>281669219,False
Hybrid_cTS,1234,5451,INSTR_WORD_MOD,1879,1234005451,accepted_noop,,False,False,False,False,False,807403635=>807665779,False
Hybrid_cTS,1234,5458,INSTR_WORD_MOD,777,1234005458,accepted_noop,,False,False,False,False,False,115=>1139,False
Hybrid_cTS,1234,5710,INSTR_WORD_MOD,1850,1234005710,accepted_noop,cosmetic,True,False,False,True,False,4261811427=>4261813475,False
Hybrid_cTS,1234,5799,INSTR_WORD_MOD,3641,1234005799,accepted_propagated_candidate,weak,True,False,False,True,True,1069950467=>1072047619,False
Hybrid_cTS,1234,5904,INSTR_WORD_MOD,1662,1234005904,accepted_noop,,False,False,False,False,False,2701164775=>2701168871,False
Hybrid_cTS,1234,5945,INSTR_WORD_MOD,2492,1234005945,accepted_noop,cosmetic,True,False,False,True,False,12941923=>147159651,False
Hybrid_cTS,1234,6042,INSTR_WORD_MOD,2076,1234006042,accepted_noop,,False,False,False,False,False,115=>131187,False
Hybrid_cTS,1234,6529,INSTR_WORD_MOD,946,1234006529,accepted_noop,cosmetic,True,False,False,True,False,4160954083=>2013470435,False
Hybrid_cTS,1234,6754,INSTR_WORD_MOD,614,1234006754,accepted_noop,,False,False,False,False,False,115=>371,False
Hybrid_cTS,1234,7003,INSTR_WORD_MOD,2552,1234007003,accepted_noop,cosmetic,True,False,False,True,False,818256995=>818255971,False
Hybrid_cTS,1234,7087,INSTR_WORD_MOD,918,1234007087,accepted_noop,cosmetic,True,False,False,True,False,44561507=>312996963,False
Hybrid_cTS,1234,7207,INSTR_WORD_MOD,2505,1234007207,accepted_noop,,False,False,False,False,False,115=>524403,False
Hybrid_cTS,1234,7363,INSTR_WORD_MOD,609,1234007363,accepted_propagated_candidate,weak,True,False,False,True,True,50472195=>51520771,False
Hybrid_cTS,1234,7375,INSTR_WORD_MOD,1112,1234007375,accepted_noop,,False,False,False,False,False,807403635=>807404659,False
Hybrid_cTS,1234,7382,INSTR_WORD_MOD,2311,1234007382,accepted_propagated_candidate,weak,True,False,False,True,False,4240829155=>3167087331,False
Hybrid_cTS,1234,7707,INSTR_WORD_MOD,3760,1234007707,accepted_propagated_candidate,weak,True,False,False,True,False,150364771=>2297848419,False
Hybrid_cTS,1234,7906,INSTR_WORD_MOD,3441,1234007906,accepted_propagated_candidate,weak,True,False,False,True,True,13050499=>14099075,False
Hybrid_cTS,1234,8173,INSTR_WORD_MOD,618,1234008173,accepted_noop,,False,False,False,False,False,115=>131187,False
Hybrid_cTS,1234,8311,INSTR_WORD_MOD,537,1234008311,accepted_noop,,False,False,False,False,False,807403635=>807403763,False
Hybrid_cTS,1234,8415,INSTR_WORD_MOD,3732,1234008415,accepted_noop,cosmetic,True,False,False,True,False,235276899=>235277155,False
Hybrid_cTS,1234,8872,INSTR_WORD_MOD,601,1234008872,accepted_noop,,False,False,False,False,False,115=>262259,False
Hybrid_cTS,1234,9586,INSTR_WORD_MOD,372,1234009586,accepted_noop,,False,False,False,False,False,115=>262259,False
Hybrid_cTS,1234,9708,INSTR_WORD_MOD,3161,1234009708,accepted_noop,,False,False,False,False,False,360551=>368743,False
Hybrid_cTS,1234,9727,INSTR_WORD_MOD,291,1234009727,accepted_noop,,False,False,False,False,False,115=>243,False
Hybrid_cTS,1234,9848,INSTR_WORD_MOD,451,1234009848,accepted_propagated_candidate,weak,True,False,False,True,False,13233763=>2160717411,False
Hybrid_cTS,1234,9869,INSTR_WORD_MOD,610,1234009869,accepted_propagated_candidate,weak,True,False,False,True,True,42083715=>43132291,False
Hybrid_cTS,1234,9917,INSTR_WORD_MOD,915,1234009917,accepted_noop,cosmetic,True,False,False,True,False,44266083=>44268131,False
Hybrid_cTS,1234,9960,INSTR_WORD_MOD,842,1234009960,accepted_noop,cosmetic,True,False,False,True,False,19224675=>52779107,False
Hybrid_cTS,1235,89,INSTR_WORD_MOD,97,1235000089,accepted_propagated_candidate,weak,True,False,False,True,False,50752611=>50750563,False
Hybrid_cTS,1235,99,INSTR_WORD_MOD,2161,1235000099,accepted_propagated_candidate,weak,True,False,False,True,False,45441123=>313876579,False
Hybrid_cTS,1235,128,INSTR_WORD_MOD,835,1235000128,accepted_noop,cosmetic,True,False,False,True,False,44266083=>10711651,False
Hybrid_cTS,1235,363,INSTR_WORD_MOD,1328,1235000363,accepted_propagated_candidate,weak,True,False,False,True,False,4240829155=>3167087331,False
Hybrid_cTS,1235,378,INSTR_WORD_MOD,3951,1235000378,accepted_propagated_candidate,weak,True,False,False,True,True,7548451=>7548707,False
Hybrid_cTS,1235,539,INSTR_WORD_MOD,1536,1235000539,accepted_noop,cosmetic,True,False,False,True,False,15113827=>15113315,False
Hybrid_cTS,1235,642,INSTR_WORD_MOD,575,1235000642,accepted_propagated_candidate,weak,True,False,False,True,True,8463395=>8463523,False
Hybrid_cTS,1235,671,INSTR_WORD_MOD,841,1235000671,accepted_propagated_candidate,weak,True,False,False,True,True,21112067=>23209219,False
Hybrid_cTS,1235,785,INSTR_WORD_MOD,3891,1235000785,accepted_noop,,False,False,False,False,False,226525415=>226541799,False
Hybrid_cTS,1235,797,INSTR_WORD_MOD,997,1235000797,accepted_noop,cosmetic,True,False,False,True,False,44266083=>312701539,False
Hybrid_cTS,1235,1915,INSTR_WORD_MOD,3928,1235001915,accepted_noop,cosmetic,True,False,False,True,False,19224675=>2166708323,False
Hybrid_cTS,1235,2087,INSTR_WORD_MOD,1818,1235002087,accepted_noop,cosmetic,True,False,False,True,False,15113827=>15113315,False
Hybrid_cTS,1235,2330,INSTR_WORD_MOD,3783,1235002330,accepted_noop,cosmetic,True,False,False,True,False,369431139=>906302051,False
Hybrid_cTS,1235,2393,INSTR_WORD_MOD,3535,1235002393,accepted_noop,cosmetic,True,False,False,True,False,52794979=>187012707,False
Hybrid_cTS,1235,2516,INSTR_WORD_MOD,3949,1235002516,accepted_propagated_candidate,weak,True,False,False,True,True,7547939=>7548067,False
Hybrid_cTS,1235,2645,INSTR_WORD_MOD,377,1235002645,accepted_noop,,False,False,False,False,False,807403635=>807403891,False
Hybrid_cTS,1235,2887,INSTR_WORD_MOD,2539,1235002887,accepted_propagated_candidate,weak,True,False,False,True,True,25240579=>27337731,False
Hybrid_cTS,1235,2944,INSTR_WORD_MOD,3941,1235002944,accepted_propagated_candidate,weak,True,False,False,True,True,7545891=>7546019,False
Hybrid_cTS,1235,3009,INSTR_WORD_MOD,361,1235003009,accepted_noop,cosmetic,True,False,False,True,False,19224675=>153442403,False
Hybrid_cTS,1235,3116,INSTR_WORD_MOD,681,1235003116,accepted_noop,,False,False,False,False,False,115=>627,False
Hybrid_cTS,1235,3145,INSTR_WORD_MOD,703,1235003145,accepted_propagated_candidate,weak,True,False,False,True,False,4291131155=>4224022291,False
Hybrid_cTS,1235,3165,INSTR_WORD_MOD,514,1235003165,accepted_noop,cosmetic,True,False,False,True,False,44266083=>581136995,False
Hybrid_cTS,1235,3735,INSTR_WORD_MOD,457,1235003735,accepted_noop,,False,False,False,False,False,807403635=>807928435,False
Hybrid_cTS,1235,3806,INSTR_WORD_MOD,2806,1235003806,accepted_propagated_candidate,weak,True,False,False,True,True,12920067=>13968643,False
Hybrid_cTS,1235,3959,INSTR_WORD_MOD,755,1235003959,accepted_noop,cosmetic,True,False,False,True,False,44266083=>44268131,False
Hybrid_cTS,1235,4378,INSTR_WORD_MOD,1648,1235004378,accepted_noop,cosmetic,True,False,False,True,False,367715=>67476579,False
Hybrid_cTS,1235,4787,INSTR_WORD_MOD,3503,1235004787,accepted_noop,,False,False,False,False,False,32871=>49255,False
Hybrid_cTS,1235,4921,INSTR_WORD_MOD,368,1235004921,accepted_propagated_candidate,weak,True,False,False,True,True,42083715=>44180867,False
Hybrid_cTS,1235,5250,INSTR_WORD_MOD,3936,1235005250,accepted_propagated_candidate,weak,True,False,False,True,True,172931=>1221507,False
Hybrid_cTS,1235,5328,INSTR_WORD_MOD,1630,1235005328,accepted_noop,cosmetic,True,False,False,True,False,247070819=>247071075,False
Hybrid_cTS,1235,5333,INSTR_WORD_MOD,3023,1235005333,accepted_noop,cosmetic,True,False,False,True,False,12941923=>2160425571,False
Hybrid_cTS,1235,5691,INSTR_WORD_MOD,679,1235005691,accepted_noop,cosmetic,True,False,False,True,False,44561507=>44561635,False
Hybrid_cTS,1235,5987,INSTR_WORD_MOD,2063,1235005987,accepted_noop,,False,False,False,False,False,115=>65651,False
Hybrid_cTS,1235,6336,INSTR_WORD_MOD,1643,1235006336,accepted_noop,,False,False,False,False,False,1560314087=>1560322279,False
Hybrid_cTS,1235,6554,INSTR_WORD_MOD,2418,1235006554,accepted_propagated_candidate,weak,True,False,False,True,False,4240927971=>3167186147,False
Hybrid_cTS,1235,6662,INSTR_WORD_MOD,437,1235006662,accepted_noop,cosmetic,True,False,False,True,False,44561507=>11007075,False
Hybrid_cTS,1235,7273,INSTR_WORD_MOD,929,1235007273,accepted_propagated_candidate,weak,True,False,False,True,True,42083715=>44180867,False
Hybrid_cTS,1235,7287,INSTR_WORD_MOD,838,1235007287,accepted_noop,cosmetic,True,False,False,True,False,44561507=>111670371,False
Hybrid_cTS,1235,7341,INSTR_WORD_MOD,1081,1235007341,accepted_noop,cosmetic,True,False,False,True,False,67503715=>2214987363,False
Hybrid_cTS,1235,7466,INSTR_WORD_MOD,3182,1235007466,accepted_noop,,False,False,False,False,False,115=>262259,False
Hybrid_cTS,1235,7537,INSTR_WORD_MOD,699,1235007537,accepted_noop,,False,False,False,False,False,807403635=>807927923,False
Hybrid_cTS,1235,7854,INSTR_WORD_MOD,760,1235007854,accepted_noop,,False,False,False,False,False,115=>243,False
Hybrid_cTS,1235,8044,INSTR_WORD_MOD,359,1235008044,accepted_noop,,False,False,False,False,False,115=>32883,False
Hybrid_cTS,1235,8137,INSTR_WORD_MOD,1839,1235008137,accepted_noop,cosmetic,True,False,False,True,False,15113827=>15111779,False
Hybrid_cTS,1235,8650,INSTR_WORD_MOD,2699,1235008650,accepted_noop,cosmetic,True,False,False,True,False,33920611=>101029475,False
Hybrid_cTS,1235,8972,INSTR_WORD_MOD,524,1235008972,accepted_noop,,False,False,False,False,False,360551=>364647,False
Hybrid_cTS,1235,8988,INSTR_WORD_MOD,536,1235008988,accepted_noop,,False,False,False,False,False,115=>243,False
Hybrid_cTS,1235,8994,INSTR_WORD_MOD,2080,1235008994,accepted_noop,,False,False,False,False,False,115=>262259,False
Hybrid_cTS,1235,9297,INSTR_WORD_MOD,1603,1235009297,accepted_noop,,False,False,False,False,False,32871=>36967,False
Hybrid_cTS,1235,9348,INSTR_WORD_MOD,3761,1235009348,accepted_propagated_candidate,weak,True,False,False,True,True,11969059=>11969315,False
