variant,seed,mutation_id,kind,step,iter_seed,class,evidence,trace_changed,post_inject_pc_changed,post_inject_trace_changed,inject_disasm_changed,unaligned_access,fault_word_change,global_residue,run_id
V6_uniform,1234,2810,POST_EXEC_PC_MOD,3414,1234002810,accepted_noop,cf_inert,False,False,False,False,False,2110196=>2110200,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3414_is1234002810
V6_uniform,1234,1904,POST_EXEC_PC_MOD,33,1234001904,accepted_noop,cf_inert,False,False,False,False,False,2113388=>2113392,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step33_is1234001904
V6_uniform,1234,5200,POST_EXEC_PC_MOD,3390,1234005200,accepted_noop,cf_inert,False,False,False,False,False,2110932=>2110936,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3390_is1234005200
V6_uniform,1234,461,POST_EXEC_PC_MOD,3371,1234000461,accepted_noop,cf_inert,False,False,False,False,False,2110528=>2110532,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3371_is1234000461
V6_uniform,1234,9375,POST_EXEC_PC_MOD,3327,1234009375,accepted_noop,cf_inert,False,False,False,False,False,2110936=>2110940,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3327_is1234009375
V6_uniform,1234,6168,POST_EXEC_PC_MOD,3321,1234006168,accepted_noop,cf_inert,False,False,False,False,False,2110536=>2110540,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3321_is1234006168
V6_uniform,1234,4183,POST_EXEC_PC_MOD,3261,1234004183,accepted_noop,cf_inert,False,False,False,False,False,2121260=>2121264,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3261_is1234004183
V6_uniform,1234,2606,POST_EXEC_PC_MOD,3256,1234002606,accepted_noop,cf_inert,False,False,False,False,False,2121240=>2121244,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3256_is1234002606
V6_uniform,1234,4392,POST_EXEC_PC_MOD,3255,1234004392,accepted_noop,cf_inert,False,False,False,False,False,2121236=>2121240,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3255_is1234004392
V6_uniform,1234,1098,POST_EXEC_PC_MOD,324,1234001098,accepted_noop,cf_inert,False,False,False,False,False,2099316=>2099320,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step324_is1234001098
V6_uniform,1234,1801,POST_EXEC_PC_MOD,318,1234001801,accepted_noop,cf_inert,False,False,False,False,False,2099280=>2099284,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step318_is1234001801
V6_uniform,1234,5806,POST_EXEC_PC_MOD,3495,1234005806,accepted_noop,cf_inert,False,False,False,False,False,2195804=>2195808,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3495_is1234005806
V6_uniform,1234,6482,POST_EXEC_PC_MOD,3495,1234006482,accepted_noop,cf_inert,False,False,False,False,False,2195804=>2195808,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3495_is1234006482
V6_uniform,1234,7873,POST_EXEC_PC_MOD,3495,1234007873,accepted_noop,cf_inert,False,False,False,False,False,2195804=>2195808,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3495_is1234007873
V6_uniform,1234,2839,POST_EXEC_PC_MOD,3656,1234002839,accepted_noop,cf_inert,False,False,False,False,False,2121260=>2121264,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3656_is1234002839
V6_uniform,1234,9103,POST_EXEC_PC_MOD,3714,1234009103,accepted_noop,cf_inert,False,False,False,False,True,2110952=>2110956,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3714_is1234009103
V6_uniform,1234,7612,POST_EXEC_PC_MOD,3714,1234007612,accepted_noop,cf_inert,False,False,False,False,True,2110952=>2110956,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3714_is1234007612
V6_uniform,1234,4211,POST_EXEC_PC_MOD,3714,1234004211,accepted_noop,cf_inert,False,False,False,False,True,2110952=>2110956,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3714_is1234004211
V6_uniform,1234,3346,POST_EXEC_PC_MOD,3714,1234003346,accepted_noop,cf_inert,False,False,False,False,True,2110952=>2110956,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3714_is1234003346
V6_uniform,1234,1705,POST_EXEC_PC_MOD,3714,1234001705,accepted_noop,cf_inert,False,False,False,False,True,2110952=>2110956,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3714_is1234001705
V6_uniform,1234,7975,POST_EXEC_PC_MOD,3713,1234007975,accepted_noop,cf_inert,False,False,False,False,False,2110948=>2110952,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3713_is1234007975
V6_uniform,1234,3668,POST_EXEC_PC_MOD,3713,1234003668,accepted_noop,cf_inert,False,False,False,False,False,2110948=>2110952,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3713_is1234003668
V6_uniform,1234,8852,POST_EXEC_PC_MOD,3711,1234008852,accepted_noop,cf_inert,False,False,False,False,False,2110928=>2110932,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3711_is1234008852
V6_uniform,1234,9730,POST_EXEC_PC_MOD,3647,1234009730,accepted_noop,cf_inert,False,False,False,False,False,2121224=>2121228,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3647_is1234009730
V6_uniform,1234,1338,POST_EXEC_PC_MOD,3496,1234001338,accepted_noop,cf_inert,False,False,False,False,False,2195808=>2195812,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3496_is1234001338
V6_uniform,1234,5893,POST_EXEC_PC_MOD,3646,1234005893,accepted_noop,cf_inert,False,False,False,False,False,2121220=>2121224,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3646_is1234005893
V6_uniform,1234,2996,POST_EXEC_PC_MOD,3640,1234002996,accepted_noop,cf_inert,False,False,False,False,False,2121196=>2121200,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3640_is1234002996
V6_uniform,1234,6340,POST_EXEC_PC_MOD,3638,1234006340,accepted_noop,cf_inert,False,False,False,False,False,2119352=>2119356,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3638_is1234006340
V6_uniform,1234,2422,POST_EXEC_PC_MOD,3636,1234002422,accepted_noop,cf_inert,False,False,False,False,False,2119344=>2119348,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3636_is1234002422
V6_uniform,1234,6405,POST_EXEC_PC_MOD,3595,1234006405,accepted_noop,cf_inert,False,False,False,False,False,2118720=>2118724,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3595_is1234006405
V6_uniform,1234,2512,POST_EXEC_PC_MOD,3538,1234002512,accepted_noop,cf_inert,False,False,False,False,False,2118620=>2118624,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3538_is1234002512
V6_uniform,1234,7123,POST_EXEC_PC_MOD,3508,1234007123,accepted_noop,cf_inert,False,False,False,False,False,2121196=>2121200,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3508_is1234007123
V6_uniform,1234,131,POST_EXEC_PC_MOD,3497,1234000131,accepted_noop,cf_inert,False,False,False,False,False,2195812=>2195816,False,triage_V6_uniform_s1234_POST_EXEC_PC_MOD_step3497_is1234000131
V6_uniform,1235,3477,INSTR_WORD_MOD,1724,1235003477,accepted_noop,cosmetic,True,False,False,True,False,33947747=>393315,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step1724_is1235003477
V6_uniform,1235,5048,INSTR_WORD_MOD,1839,1235005048,accepted_noop,cosmetic,True,False,False,True,False,15113827=>149331555,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step1839_is1235005048
V6_uniform,1235,6906,INSTR_WORD_MOD,1942,1235006906,accepted_noop,cosmetic,True,False,False,True,False,45517411=>45516899,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step1942_is1235006906
V6_uniform,1235,9835,INSTR_WORD_MOD,1964,1235009835,accepted_noop,cosmetic,True,False,False,True,False,15113827=>48668259,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step1964_is1235009835
V6_uniform,1235,7922,POST_EXEC_PC_MOD,1179,1235007922,accepted_noop,cf_inert,False,False,False,False,False,2136632=>2136636,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1179_is1235007922
V6_uniform,1235,6909,POST_EXEC_PC_MOD,1179,1235006909,accepted_noop,cf_inert,False,False,False,False,False,2136632=>2136636,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1179_is1235006909
V6_uniform,1235,5666,POST_EXEC_PC_MOD,1179,1235005666,accepted_noop,cf_inert,False,False,False,False,False,2136632=>2136636,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1179_is1235005666
V6_uniform,1235,4912,POST_EXEC_PC_MOD,1179,1235004912,accepted_noop,cf_inert,False,False,False,False,False,2136632=>2136636,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1179_is1235004912
V6_uniform,1235,3508,POST_EXEC_PC_MOD,1179,1235003508,accepted_noop,cf_inert,False,False,False,False,False,2136632=>2136636,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1179_is1235003508
V6_uniform,1235,1529,POST_EXEC_PC_MOD,1179,1235001529,accepted_noop,cf_inert,False,False,False,False,False,2136632=>2136636,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1179_is1235001529
V6_uniform,1235,9197,POST_EXEC_PC_MOD,1111,1235009197,accepted_noop,cf_inert,False,False,False,False,False,3221225820=>3221225824,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1111_is1235009197
V6_uniform,1235,4004,POST_EXEC_PC_MOD,1046,1235004004,accepted_noop,cf_inert,False,False,False,False,False,2099836=>2099840,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1046_is1235004004
V6_uniform,1235,7109,POST_EXEC_PC_MOD,1037,1235007109,accepted_noop,cf_inert,False,False,False,False,False,2109932=>2109936,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1037_is1235007109
V6_uniform,1235,9494,POST_EXEC_PC_MOD,1026,1235009494,accepted_noop,cf_inert,False,False,False,False,False,2122160=>2122164,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1026_is1235009494
V6_uniform,1235,6193,POST_EXEC_PC_MOD,1013,1235006193,accepted_noop,cf_inert,False,False,False,False,False,3221225796=>3221225800,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1013_is1235006193
V6_uniform,1235,1103,POST_EXEC_PC_MOD,1004,1235001103,accepted_noop,cf_inert,False,False,False,False,False,3221225588=>3221225592,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1004_is1235001103
V6_uniform,1235,276,INSTR_WORD_MOD,997,1235000276,accepted_noop,cosmetic,True,False,False,True,False,44266083=>312701539,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step997_is1235000276
V6_uniform,1235,3945,INSTR_WORD_MOD,937,1235003945,accepted_noop,,False,False,False,False,False,115=>262259,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step937_is1235003945
V6_uniform,1235,3793,INSTR_WORD_MOD,840,1235003793,accepted_noop,,False,False,False,False,False,115=>2163,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step840_is1235003793
V6_uniform,1235,3373,INSTR_WORD_MOD,838,1235003373,accepted_noop,cosmetic,True,False,False,True,False,44561507=>1118303331,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step838_is1235003373
V6_uniform,1235,331,INSTR_WORD_MOD,835,1235000331,accepted_noop,cosmetic,True,False,False,True,False,44266083=>581136995,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step835_is1235000331
V6_uniform,1235,1944,INSTR_WORD_MOD,782,1235001944,accepted_propagated_candidate,weak,True,False,False,True,False,4291131155=>4257576723,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step782_is1235001944
V6_uniform,1235,7228,INSTR_WORD_MOD,778,1235007228,accepted_noop,,False,False,False,False,False,807403635=>805306483,False,triage_V6_uniform_s1235_INSTR_WORD_MOD_step778_is1235007228
V6_uniform,1235,9690,POST_EXEC_PC_MOD,1179,1235009690,accepted_noop,cf_inert,False,False,False,False,False,2136632=>2136636,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1179_is1235009690
V6_uniform,1235,9907,POST_EXEC_PC_MOD,1179,1235009907,accepted_noop,cf_inert,False,False,False,False,False,2136632=>2136636,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1179_is1235009907
V6_uniform,1235,1024,POST_EXEC_PC_MOD,1284,1235001024,accepted_noop,cf_inert,False,False,False,False,False,2110208=>2110212,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1284_is1235001024
V6_uniform,1235,3711,POST_EXEC_PC_MOD,1709,1235003711,accepted_noop,cf_inert,False,False,False,False,False,2121572=>2121576,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1709_is1235003711
V6_uniform,1235,8483,POST_EXEC_PC_MOD,1944,1235008483,accepted_noop,cf_inert,False,False,False,False,False,2121612=>2121616,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1944_is1235008483
V6_uniform,1235,7029,POST_EXEC_PC_MOD,1928,1235007029,accepted_noop,cf_inert,False,False,False,False,False,2135792=>2135796,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1928_is1235007029
V6_uniform,1235,268,POST_EXEC_PC_MOD,190,1235000268,accepted_noop,cf_inert,False,False,False,False,False,2100944=>2100948,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step190_is1235000268
V6_uniform,1235,2328,POST_EXEC_PC_MOD,1906,1235002328,accepted_noop,cf_inert,False,False,False,False,False,2142064=>2142068,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1906_is1235002328
V6_uniform,1235,8541,POST_EXEC_PC_MOD,1832,1235008541,accepted_noop,cf_inert,False,False,False,False,False,2196676=>2196680,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1832_is1235008541
V6_uniform,1235,5766,POST_EXEC_PC_MOD,182,1235005766,accepted_noop,cf_inert,False,False,False,False,False,2100912=>2100916,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step182_is1235005766
V6_uniform,1235,3149,POST_EXEC_PC_MOD,1788,1235003149,accepted_noop,cf_inert,False,False,False,False,False,2196668=>2196672,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1788_is1235003149
V6_uniform,1235,359,POST_EXEC_PC_MOD,1714,1235000359,accepted_noop,cf_inert,False,False,False,False,False,2121592=>2121596,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1714_is1235000359
V6_uniform,1235,5814,POST_EXEC_PC_MOD,1689,1235005814,accepted_noop,cf_inert,False,False,False,False,False,2135736=>2135740,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1689_is1235005814
V6_uniform,1235,864,POST_EXEC_PC_MOD,1301,1235000864,accepted_noop,cf_inert,False,False,False,False,False,2110520=>2110524,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1301_is1235000864
V6_uniform,1235,71,POST_EXEC_PC_MOD,1679,1235000071,accepted_noop,cf_inert,False,False,False,False,False,2141980=>2141984,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1679_is1235000071
V6_uniform,1235,8280,POST_EXEC_PC_MOD,159,1235008280,accepted_noop,cf_inert,False,False,False,False,False,3221225588=>3221225592,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step159_is1235008280
V6_uniform,1235,6153,POST_EXEC_PC_MOD,1584,1235006153,accepted_noop,cf_inert,False,False,False,False,False,2196672=>2196676,False,triage_V6_uniform_s1235_POST_EXEC_PC_MOD_step1584_is1235006153
