variant,seed,mutation_id,kind,step,iter_seed,local_failures,global_failures,guest
V6_uniform,1236,6864,INSTR_WORD_MOD,2080,1236006864,0,0,--in1 5 --in4 10
V6_uniform,1236,7151,INSTR_WORD_MOD,3958,1236007151,0,0,--in1 5 --in4 10
V6_uniform,1236,7211,INSTR_WORD_MOD,2020,1236007211,0,0,--in1 5 --in4 10
V6_uniform,1236,7486,INSTR_WORD_MOD,441,1236007486,0,0,--in1 5 --in4 10
V6_uniform,1236,8170,INSTR_WORD_MOD,3099,1236008170,0,0,--in1 5 --in4 10
V6_uniform,1236,8310,INSTR_WORD_MOD,3066,1236008310,0,0,--in1 5 --in4 10
V6_uniform,1236,8752,INSTR_WORD_MOD,357,1236008752,0,0,--in1 5 --in4 10
V6_uniform,1236,8907,INSTR_WORD_MOD,3561,1236008907,0,0,--in1 5 --in4 10
V6_uniform,1236,9231,INSTR_WORD_MOD,521,1236009231,0,0,--in1 5 --in4 10
V6_uniform,1236,9333,INSTR_WORD_MOD,3014,1236009333,0,0,--in1 5 --in4 10
V6_uniform,1236,9567,INSTR_WORD_MOD,2761,1236009567,0,0,--in1 5 --in4 10
V6_uniform,1236,9709,INSTR_WORD_MOD,693,1236009709,0,0,--in1 5 --in4 10
V6_uniform,1236,9747,INSTR_WORD_MOD,3349,1236009747,0,0,--in1 5 --in4 10
V6_uniform,1236,9771,INSTR_WORD_MOD,1015,1236009771,0,0,--in1 5 --in4 10
V6_uniform,1236,9920,INSTR_WORD_MOD,3612,1236009920,0,0,--in1 5 --in4 10
V6_cTS,1234,33,INSTR_WORD_MOD,2726,1234000033,0,0,--in1 5 --in4 10
V6_cTS,1234,39,INSTR_WORD_MOD,1648,1234000039,0,0,--in1 5 --in4 10
V6_cTS,1234,46,INSTR_WORD_MOD,618,1234000046,0,0,--in1 5 --in4 10
V6_cTS,1234,51,INSTR_WORD_MOD,3961,1234000051,0,0,--in1 5 --in4 10
V6_cTS,1234,52,INSTR_WORD_MOD,3931,1234000052,0,0,--in1 5 --in4 10
V6_cTS,1234,54,INSTR_WORD_MOD,3939,1234000054,0,0,--in1 5 --in4 10
V6_cTS,1234,70,INSTR_WORD_MOD,174,1234000070,0,0,--in1 5 --in4 10
V6_cTS,1234,76,INSTR_WORD_MOD,524,1234000076,0,0,--in1 5 --in4 10
V6_cTS,1234,467,INSTR_WORD_MOD,157,1234000467,0,0,--in1 5 --in4 10
V6_cTS,1234,470,INSTR_WORD_MOD,2651,1234000470,0,0,--in1 5 --in4 10
V6_cTS,1234,471,INSTR_WORD_MOD,2535,1234000471,0,0,--in1 5 --in4 10
V6_cTS,1234,476,INSTR_WORD_MOD,643,1234000476,0,0,--in1 5 --in4 10
V6_cTS,1234,493,INSTR_WORD_MOD,3766,1234000493,0,0,--in1 5 --in4 10
V6_cTS,1234,506,INSTR_WORD_MOD,842,1234000506,0,0,--in1 5 --in4 10
V6_cTS,1234,512,INSTR_WORD_MOD,170,1234000512,0,0,--in1 5 --in4 10
V6_cTS,1234,884,INSTR_WORD_MOD,1015,1234000884,0,0,--in1 5 --in4 10
V6_cTS,1234,888,INSTR_WORD_MOD,3956,1234000888,0,0,--in1 5 --in4 10
V6_cTS,1234,1177,INSTR_WORD_MOD,933,1234001177,0,0,--in1 5 --in4 10
V6_cTS,1234,1228,INSTR_WORD_MOD,3905,1234001228,0,0,--in1 5 --in4 10
V6_cTS,1234,1289,INSTR_WORD_MOD,1000,1234001289,0,0,--in1 5 --in4 10
V6_cTS,1234,1440,INSTR_WORD_MOD,3810,1234001440,0,0,--in1 5 --in4 10
V6_cTS,1234,1487,INSTR_WORD_MOD,19,1234001487,0,0,--in1 5 --in4 10
V6_cTS,1234,1548,INSTR_WORD_MOD,777,1234001548,0,0,--in1 5 --in4 10
V6_cTS,1234,1613,INSTR_WORD_MOD,1878,1234001613,0,0,--in1 5 --in4 10
V6_cTS,1234,1642,INSTR_WORD_MOD,2369,1234001642,0,0,--in1 5 --in4 10
V6_cTS,1234,1719,INSTR_WORD_MOD,1550,1234001719,0,0,--in1 5 --in4 10
V6_cTS,1234,1733,INSTR_WORD_MOD,3182,1234001733,0,0,--in1 5 --in4 10
V6_cTS,1234,1778,INSTR_WORD_MOD,765,1234001778,0,0,--in1 5 --in4 10
V6_cTS,1234,1836,INSTR_WORD_MOD,1396,1234001836,0,0,--in1 5 --in4 10
V6_cTS,1234,1839,INSTR_WORD_MOD,1094,1234001839,0,0,--in1 5 --in4 10
V6_cTS,1234,1879,INSTR_WORD_MOD,2311,1234001879,0,0,--in1 5 --in4 10
V6_cTS,1234,1930,INSTR_WORD_MOD,2055,1234001930,0,0,--in1 5 --in4 10
V6_cTS,1234,1931,INSTR_WORD_MOD,619,1234001931,0,0,--in1 5 --in4 10
V6_cTS,1234,1970,INSTR_WORD_MOD,1103,1234001970,0,0,--in1 5 --in4 10
V6_cTS,1234,1977,INSTR_WORD_MOD,3760,1234001977,0,0,--in1 5 --in4 10
V6_cTS,1234,2031,INSTR_WORD_MOD,586,1234002031,0,0,--in1 5 --in4 10
V6_cTS,1234,2067,INSTR_WORD_MOD,2552,1234002067,0,0,--in1 5 --in4 10
V6_cTS,1234,2068,INSTR_WORD_MOD,773,1234002068,0,0,--in1 5 --in4 10
V6_cTS,1234,2091,INSTR_WORD_MOD,3591,1234002091,0,0,--in1 5 --in4 10
V6_cTS,1234,2164,INSTR_WORD_MOD,2796,1234002164,0,0,--in1 5 --in4 10
V6_cTS,1234,2243,INSTR_WORD_MOD,1946,1234002243,0,0,--in1 5 --in4 10
V6_cTS,1234,2273,INSTR_WORD_MOD,2363,1234002273,0,0,--in1 5 --in4 10
V6_cTS,1234,2345,INSTR_WORD_MOD,2080,1234002345,0,0,--in1 5 --in4 10
V6_cTS,1234,2360,INSTR_WORD_MOD,3156,1234002360,0,0,--in1 5 --in4 10
V6_cTS,1234,2375,INSTR_WORD_MOD,213,1234002375,0,0,--in1 5 --in4 10
V6_cTS,1234,2482,INSTR_WORD_MOD,1328,1234002482,0,0,--in1 5 --in4 10
V6_cTS,1234,2547,INSTR_WORD_MOD,3563,1234002547,0,0,--in1 5 --in4 10
V6_cTS,1234,2548,INSTR_WORD_MOD,457,1234002548,0,0,--in1 5 --in4 10
V6_cTS,1234,2593,INSTR_WORD_MOD,3892,1234002593,0,0,--in1 5 --in4 10
V6_cTS,1234,2605,INSTR_WORD_MOD,3933,1234002605,0,0,--in1 5 --in4 10
V6_cTS,1234,2657,INSTR_WORD_MOD,532,1234002657,0,0,--in1 5 --in4 10
V6_cTS,1234,2695,INSTR_WORD_MOD,2321,1234002695,0,0,--in1 5 --in4 10
V6_cTS,1234,2962,INSTR_WORD_MOD,3500,1234002962,0,0,--in1 5 --in4 10
V6_cTS,1234,2987,INSTR_WORD_MOD,3050,1234002987,0,0,--in1 5 --in4 10
V6_cTS,1234,3067,INSTR_WORD_MOD,840,1234003067,0,0,--in1 5 --in4 10
V6_cTS,1234,3208,INSTR_WORD_MOD,3803,1234003208,0,0,--in1 5 --in4 10
V6_cTS,1234,3210,INSTR_WORD_MOD,858,1234003210,0,0,--in1 5 --in4 10
V6_cTS,1234,3239,INSTR_WORD_MOD,2607,1234003239,0,0,--in1 5 --in4 10
V6_cTS,1234,3307,INSTR_WORD_MOD,2076,1234003307,0,0,--in1 5 --in4 10
V6_cTS,1234,3397,INSTR_WORD_MOD,536,1234003397,0,0,--in1 5 --in4 10
V6_cTS,1234,3408,INSTR_WORD_MOD,276,1234003408,0,0,--in1 5 --in4 10
V6_cTS,1234,3419,INSTR_WORD_MOD,2805,1234003419,0,0,--in1 5 --in4 10
V6_cTS,1234,3436,INSTR_WORD_MOD,3761,1234003436,0,0,--in1 5 --in4 10
V6_cTS,1234,3449,INSTR_WORD_MOD,452,1234003449,0,0,--in1 5 --in4 10
V6_cTS,1234,3452,INSTR_WORD_MOD,2505,1234003452,0,0,--in1 5 --in4 10
V6_cTS,1234,3513,INSTR_WORD_MOD,937,1234003513,0,0,--in1 5 --in4 10
V6_cTS,1234,3515,INSTR_WORD_MOD,480,1234003515,0,0,--in1 5 --in4 10
V6_cTS,1234,3610,INSTR_WORD_MOD,3449,1234003610,0,0,--in1 5 --in4 10
V6_cTS,1234,3613,INSTR_WORD_MOD,1020,1234003613,0,0,--in1 5 --in4 10
V6_cTS,1234,3634,INSTR_WORD_MOD,857,1234003634,0,0,--in1 5 --in4 10
V6_cTS,1234,3656,INSTR_WORD_MOD,3954,1234003656,0,0,--in1 5 --in4 10
V6_cTS,1234,3715,INSTR_WORD_MOD,2995,1234003715,0,0,--in1 5 --in4 10
V6_cTS,1234,3716,INSTR_WORD_MOD,698,1234003716,0,0,--in1 5 --in4 10
V6_cTS,1234,3722,INSTR_WORD_MOD,1913,1234003722,0,0,--in1 5 --in4 10
V6_cTS,1234,3857,INSTR_WORD_MOD,3732,1234003857,0,0,--in1 5 --in4 10
V6_cTS,1234,3927,INSTR_WORD_MOD,745,1234003927,0,0,--in1 5 --in4 10
V6_cTS,1234,3932,INSTR_WORD_MOD,1850,1234003932,0,0,--in1 5 --in4 10
V6_cTS,1234,3952,INSTR_WORD_MOD,3190,1234003952,0,0,--in1 5 --in4 10
V6_cTS,1234,4086,INSTR_WORD_MOD,3938,1234004086,0,0,--in1 5 --in4 10
V6_cTS,1234,4133,INSTR_WORD_MOD,372,1234004133,0,0,--in1 5 --in4 10
V6_cTS,1234,4145,INSTR_WORD_MOD,537,1234004145,0,0,--in1 5 --in4 10
V6_cTS,1234,4163,INSTR_WORD_MOD,778,1234004163,0,0,--in1 5 --in4 10
V6_cTS,1234,4171,INSTR_WORD_MOD,719,1234004171,0,0,--in1 5 --in4 10
V6_cTS,1234,4241,INSTR_WORD_MOD,699,1234004241,0,0,--in1 5 --in4 10
V6_cTS,1234,4345,INSTR_WORD_MOD,938,1234004345,0,0,--in1 5 --in4 10
V6_cTS,1234,4350,INSTR_WORD_MOD,2904,1234004350,0,0,--in1 5 --in4 10
V6_cTS,1234,4382,INSTR_WORD_MOD,3157,1234004382,0,0,--in1 5 --in4 10
V6_cTS,1234,4472,INSTR_WORD_MOD,2776,1234004472,0,0,--in1 5 --in4 10
V6_cTS,1234,4571,INSTR_WORD_MOD,2006,1234004571,0,0,--in1 5 --in4 10
V6_cTS,1234,4572,INSTR_WORD_MOD,3186,1234004572,0,0,--in1 5 --in4 10
V6_cTS,1234,4579,INSTR_WORD_MOD,3089,1234004579,0,0,--in1 5 --in4 10
