variant,selector,seed,db_path,local_context_final,local_coverage_v2_final,local_context_AUC,time_to_40,time_to_43,time_to_46,all_46_hit,compressed_global_context_final,crash_rate,no_effect_rate,allocation_entropy_by_kind,allocation_entropy_by_zone,novel_locs_vs_v1,novel_locs_names_vs_v1,n_mutations,novel_locs_union_vs_v1,partial
V2,kindUCB_zoned_v1,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/flare/pos_iv_pos_7_ts_b1_kindUCB_zoned_v1_seed1234_n6000.db,32,287.0,168865.0,,,,False,88,0.0003333333333333333,0.0,0.9433953762828781,2.0834072017988543,0,,6000,0,False
V2,kindUCB_zoned_v1,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/flare/pos_iv_pos_7_ts_b2_kindUCB_zoned_v1_seed1235_n6000.db,34,285.0,192641.0,,,,False,87,0.0006666666666666666,0.0,0.8790508069168805,2.089921816271478,0,,6000,0,False
V2,kindUCB_zoned_v1,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b3_kindUCB_zoned_v1_seed1236_n6000/pos_iv_pos_7_ts_b3_kindUCB_zoned_v1_seed1236_n6000.db,30,300.0,171710.5,,,,False,89,0.0005,0.0,0.9845603327441325,2.080334592009147,0,,6000,0,False
V2,kindUCB_zoned_v1,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b4_kindUCB_zoned_v1_seed1237_n6000/pos_iv_pos_7_ts_b4_kindUCB_zoned_v1_seed1237_n6000.db,35,277.0,190611.5,,,,False,85,0.0003333333333333333,0.0,0.974438437030676,2.1179642306016757,0,,6000,0,False
V2,kindUCB_zoned_v1,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b5_kindUCB_zoned_v1_seed1238_n6000/pos_iv_pos_7_ts_b5_kindUCB_zoned_v1_seed1238_n6000.db,32,281.0,186721.0,,,,False,90,0.0006666666666666666,0.0,0.9676829937686584,2.065501763881232,0,,6000,0,False
V2,kindUCB_zoned_v1,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b6_kindUCB_zoned_v1_seed1239_n6000/pos_iv_pos_7_ts_b6_kindUCB_zoned_v1_seed1239_n6000.db,31,268.0,175149.5,,,,False,90,0.0005,0.0,0.9023371802229897,2.06526503835649,0,,6000,0,False
V2,kindUCB_zoned_v1,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b7_kindUCB_zoned_v1_seed1240_n6000/pos_iv_pos_7_ts_b7_kindUCB_zoned_v1_seed1240_n6000.db,31,273.0,159477.5,,,,False,92,0.0016666666666666668,0.0,1.0624589491976824,2.1098444964779244,0,,6000,0,False
V2,kindUCB_zoned_v1,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_kindUCB_zoned_v1_seed1241_n6000/pos_iv_pos_7_ta_b3_kindUCB_zoned_v1_seed1241_n6000.db,31,291.0,178683.0,,,,False,84,0.0006666666666666666,0.0,0.9763662427469214,2.0521051925284692,0,,6000,0,False
V2,kindUCB_zoned_v1,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b4_kindUCB_zoned_v1_seed1242_n6000/pos_iv_pos_7_ta_b4_kindUCB_zoned_v1_seed1242_n6000.db,32,285.0,181975.0,,,,False,82,0.0008333333333333334,0.0,1.024590291725017,2.1129321509500274,0,,6000,0,False
V2,kindUCB_zoned_v1,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b5_kindUCB_zoned_v1_seed1243_n6000/pos_iv_pos_7_ta_b5_kindUCB_zoned_v1_seed1243_n6000.db,30,290.0,172206.0,,,,False,90,0.0011666666666666668,0.0,0.905510840764863,2.09177620036544,0,,6000,0,False
V3,kindUCB_zoned_v2_noQ,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/octorand/pos_iv_pos_7_ts_b1_kindUCB_zoned_v2_noQ_seed1234_n6000.db,42,754.0,240034.0,1366.0,,,False,129,0.017833333333333333,0.0,1.960629888588435,2.2148730923437046,1,ControlMRET@inst_control.zir:93,6000,3,False
V3,kindUCB_zoned_v2_noQ,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/octorand/pos_iv_pos_7_ts_b2_kindUCB_zoned_v2_noQ_seed1235_n6000.db,45,747.0,243567.5,1588.0,1807.0,,False,133,0.017166666666666667,0.0,1.9710379068553863,2.2312179676157102,2,ControlLoadRootAndNonce@inst_control.zir:35;ControlLoadRootAndNonce@inst_control.zir:36,6000,3,False
V3,kindUCB_zoned_v2_noQ,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b3_kindUCB_zoned_v2_noQ_seed1236_n6000/pos_iv_pos_7_ts_b3_kindUCB_zoned_v2_noQ_seed1236_n6000.db,40,748.0,227535.5,3587.0,,,False,139,0.018166666666666668,0.0,1.9731216096742088,2.222776239662527,0,,6000,3,False
V3,kindUCB_zoned_v2_noQ,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b4_kindUCB_zoned_v2_noQ_seed1237_n6000/pos_iv_pos_7_ts_b4_kindUCB_zoned_v2_noQ_seed1237_n6000.db,42,727.0,240766.0,840.0,,,False,145,0.0155,0.0,2.0564113349552495,2.217859390616425,1,ControlLoadRootAndNonce@inst_control.zir:35,6000,3,False
V3,kindUCB_zoned_v2_noQ,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b5_kindUCB_zoned_v2_noQ_seed1238_n6000/pos_iv_pos_7_ts_b5_kindUCB_zoned_v2_noQ_seed1238_n6000.db,45,739.0,231714.5,4692.0,5341.0,,False,140,0.016166666666666666,0.0,2.0691366786479315,2.162451512393898,0,,6000,3,False
V3,kindUCB_zoned_v2_noQ,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b6_kindUCB_zoned_v2_noQ_seed1239_n6000/pos_iv_pos_7_ts_b6_kindUCB_zoned_v2_noQ_seed1239_n6000.db,43,744.0,231298.5,3210.0,4812.0,,False,149,0.0155,0.0,2.005179429633018,2.1709481910474944,0,,6000,3,False
V3,kindUCB_zoned_v2_noQ,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b7_kindUCB_zoned_v2_noQ_seed1240_n6000/pos_iv_pos_7_ts_b7_kindUCB_zoned_v2_noQ_seed1240_n6000.db,41,734.0,225443.5,4690.0,,,False,135,0.017833333333333333,0.0,2.005990985669053,2.1862034402633923,0,,6000,3,False
V3,kindUCB_zoned_v2_noQ,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_kindUCB_zoned_v2_noQ_seed1241_n6000/pos_iv_pos_7_ta_b3_kindUCB_zoned_v2_noQ_seed1241_n6000.db,41,740.0,230975.0,2443.0,,,False,141,0.017,0.0,1.9850569162918241,2.1973570975385446,0,,6000,3,False
V3,kindUCB_zoned_v2_noQ,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b4_kindUCB_zoned_v2_noQ_seed1242_n6000/pos_iv_pos_7_ta_b4_kindUCB_zoned_v2_noQ_seed1242_n6000.db,41,725.0,234889.5,2109.0,,,False,134,0.017666666666666667,0.0,2.131672921225575,2.158607407364376,0,,6000,3,False
V3,kindUCB_zoned_v2_noQ,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b5_kindUCB_zoned_v2_noQ_seed1243_n6000/pos_iv_pos_7_ta_b5_kindUCB_zoned_v2_noQ_seed1243_n6000.db,41,720.0,230279.5,4883.0,,,False,138,0.015,0.0,2.009290616158205,2.2022317673684855,0,,6000,3,False
V4,kindTS_zoned_v2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/opulous/pos_iv_pos_7_ts_b1_kindTS_zoned_v2_seed1234_n6000.db,41,753.0,230396.5,2313.0,,,False,143,0.023,0.0,1.8697946539902588,2.161621254704877,0,,6000,0,False
V4,kindTS_zoned_v2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/opulous/pos_iv_pos_7_ts_b2_kindTS_zoned_v2_seed1235_n6000.db,44,749.0,250659.0,591.0,2318.0,,False,145,0.0205,0.0,1.9082887907824138,2.2036649589763866,0,,6000,0,False
V4,kindTS_zoned_v2,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b3_kindTS_zoned_v2_seed1236_n6000/pos_iv_pos_7_ts_b3_kindTS_zoned_v2_seed1236_n6000.db,44,752.0,242473.5,1068.0,3633.0,,False,138,0.021,0.0,1.840987105011343,2.1461911378811256,0,,6000,0,False
V4,kindTS_zoned_v2,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b4_kindTS_zoned_v2_seed1237_n6000/pos_iv_pos_7_ts_b4_kindTS_zoned_v2_seed1237_n6000.db,39,738.0,229927.0,,,,False,149,0.017666666666666667,0.0,1.8483178223046988,2.1995528934686814,0,,6000,0,False
V4,kindTS_zoned_v2,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b5_kindTS_zoned_v2_seed1238_n6000/pos_iv_pos_7_ts_b5_kindTS_zoned_v2_seed1238_n6000.db,40,738.0,226296.0,5535.0,,,False,140,0.021666666666666667,0.0,1.8871968632865341,2.2107394983870603,0,,6000,0,False
V4,kindTS_zoned_v2,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b6_kindTS_zoned_v2_seed1239_n6000/pos_iv_pos_7_ts_b6_kindTS_zoned_v2_seed1239_n6000.db,44,751.0,241750.5,1536.0,3405.0,,False,129,0.017166666666666667,0.0,1.845847333207868,2.191740264463436,0,,6000,0,False
V4,kindTS_zoned_v2,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b7_kindTS_zoned_v2_seed1240_n6000/pos_iv_pos_7_ts_b7_kindTS_zoned_v2_seed1240_n6000.db,43,751.0,237845.5,3097.0,4196.0,,False,139,0.018166666666666668,0.0,1.8578318837814605,2.1701705466361214,0,,6000,0,False
V4,kindTS_zoned_v2,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b4_kindTS_zoned_v2_seed1241_n6000/pos_iv_pos_7_ta_b4_kindTS_zoned_v2_seed1241_n6000.db,39,747.0,225659.5,,,,False,147,0.018166666666666668,0.0,1.7775365637864584,2.1591520138831672,0,,6000,0,False
V4,kindTS_zoned_v2,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b5_kindTS_zoned_v2_seed1242_n6000/pos_iv_pos_7_ta_b5_kindTS_zoned_v2_seed1242_n6000.db,41,752.0,231152.5,2947.0,,,False,153,0.0185,0.0,1.8166933078251486,2.1450093371795087,0,,6000,0,False
V4,kindTS_zoned_v2,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b6_kindTS_zoned_v2_seed1243_n6000/pos_iv_pos_7_ta_b6_kindTS_zoned_v2_seed1243_n6000.db,44,751.0,240017.0,1954.0,4434.0,,False,142,0.020166666666666666,0.0,1.8724552479177095,2.167216630076796,0,,6000,0,False
V5,cTS_semantic_v2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/polynize/pos_iv_pos_7_ts_b1_cTS_semantic_v2_seed1234_n6000.db,46,681.0,255181.0,1260.0,1612.0,2737.0,True,183,0.014,0.0,2.8070304289996435,3.273272847311132,0,,6000,4,False
V5,cTS_semantic_v2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/polynize/pos_iv_pos_7_ts_b2_cTS_semantic_v2_seed1235_n6000.db,46,635.0,259350.0,1026.0,1585.0,3200.0,True,190,0.013333333333333334,0.0,2.806624764175207,3.2715182517424024,0,,6000,4,False
V5,cTS_semantic_v2,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b3_cTS_semantic_v2_seed1236_n6000/pos_iv_pos_7_ts_b3_cTS_semantic_v2_seed1236_n6000.db,46,670.0,262978.0,397.0,1237.0,3099.0,True,188,0.0125,0.0,2.807263716363849,3.271824761214389,0,,6000,4,False
V5,cTS_semantic_v2,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b4_cTS_semantic_v2_seed1237_n6000/pos_iv_pos_7_ts_b4_cTS_semantic_v2_seed1237_n6000.db,48,699.0,270941.0,285.0,460.0,2185.0,True,185,0.0125,0.0,2.806596262795874,3.2701126482974914,2,ControlLoadRootAndNonce@inst_control.zir:44;ControlLoadRootAndNonce@inst_control.zir:45,6000,4,False
V5,cTS_semantic_v2,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b5_cTS_semantic_v2_seed1238_n6000/pos_iv_pos_7_ts_b5_cTS_semantic_v2_seed1238_n6000.db,46,666.0,262806.0,405.0,837.0,4885.0,True,185,0.0145,0.0,2.8066571040182353,3.2707429274669373,0,,6000,4,False
V5,cTS_semantic_v2,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b6_cTS_semantic_v2_seed1239_n6000/pos_iv_pos_7_ts_b6_cTS_semantic_v2_seed1239_n6000.db,47,708.0,273310.5,479.0,561.0,685.0,True,197,0.012333333333333333,0.0,2.8066887963239853,3.2721374875583566,1,ControlMRET@inst_control.zir:93,6000,4,False
V5,cTS_semantic_v2,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b7_cTS_semantic_v2_seed1240_n6000/pos_iv_pos_7_ts_b7_cTS_semantic_v2_seed1240_n6000.db,46,696.0,268048.0,479.0,637.0,1213.0,True,191,0.012166666666666666,0.0,2.80679231804252,3.2701522273737327,0,,6000,4,False
V5,cTS_semantic_v2,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b4_cTS_semantic_v2_seed1241_n6000/pos_iv_pos_7_ta_b4_cTS_semantic_v2_seed1241_n6000.db,46,704.0,264394.0,637.0,912.0,1137.0,True,193,0.012333333333333333,0.0,2.8068664615868157,3.2693768287082485,0,,6000,4,False
V5,cTS_semantic_v2,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b5_cTS_semantic_v2_seed1242_n6000/pos_iv_pos_7_ta_b5_cTS_semantic_v2_seed1242_n6000.db,46,676.0,258842.0,713.0,1319.0,4978.0,True,190,0.0125,0.0,2.80671774154136,3.272460672361148,0,,6000,4,False
V5,cTS_semantic_v2,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b6_cTS_semantic_v2_seed1243_n6000/pos_iv_pos_7_ta_b6_cTS_semantic_v2_seed1243_n6000.db,47,710.0,269696.5,605.0,1011.0,1486.0,True,179,0.0135,0.0,2.8065493887558546,3.270755275037833,1,ControlLoadRootAndNonce@inst_control.zir:35,6000,4,False
