variant,seed,kind,pulls,discoveries,discovery_rate_per_1k
V2,1239,MEM_VAL_MOD,119,3,25.210084033613445
V2,1239,INSTR_WORD_MOD_FULL,261,6,22.988505747126435
V2,1239,INSTR_WORD_MOD_SUR,5212,4,0.7674597083653109
V2,1240,COMP_OUT_MOD,103,0,0.0
V2,1240,LOAD_VAL_MOD,91,0,0.0
V2,1240,STORE_OUT_MOD,92,1,10.869565217391305
V2,1240,PRE_EXEC_REG_MOD,57,0,0.0
V2,1240,INSTR_TYPE_MOD,45,11,244.44444444444446
V2,1240,MEM_VAL_MOD,109,8,73.39449541284404
V2,1240,INSTR_WORD_MOD_FULL,572,5,8.741258741258742
V2,1240,INSTR_WORD_MOD_SUR,4931,6,1.2167917258162644
V2,1241,COMP_OUT_MOD,103,0,0.0
V2,1241,LOAD_VAL_MOD,97,2,20.61855670103093
V2,1241,STORE_OUT_MOD,87,0,0.0
V2,1241,PRE_EXEC_REG_MOD,65,3,46.15384615384615
V2,1241,INSTR_TYPE_MOD,75,15,200.0
V2,1241,MEM_VAL_MOD,102,1,9.803921568627452
V2,1241,INSTR_WORD_MOD_FULL,361,3,8.310249307479225
V2,1241,INSTR_WORD_MOD_SUR,5110,7,1.36986301369863
V2,1242,COMP_OUT_MOD,101,0,0.0
V2,1242,LOAD_VAL_MOD,96,2,20.833333333333332
V2,1242,STORE_OUT_MOD,92,0,0.0
V2,1242,PRE_EXEC_REG_MOD,73,2,27.397260273972602
V2,1242,INSTR_TYPE_MOD,63,14,222.22222222222223
V2,1242,MEM_VAL_MOD,89,2,22.471910112359552
V2,1242,INSTR_WORD_MOD_FULL,465,4,8.602150537634408
V2,1242,INSTR_WORD_MOD_SUR,5021,8,1.593308105954989
V2,1243,COMP_OUT_MOD,95,0,0.0
V2,1243,LOAD_VAL_MOD,102,0,0.0
V2,1243,STORE_OUT_MOD,95,0,0.0
V2,1243,PRE_EXEC_REG_MOD,60,0,0.0
V2,1243,INSTR_TYPE_MOD,63,12,190.47619047619048
V2,1243,MEM_VAL_MOD,83,6,72.28915662650603
V2,1243,INSTR_WORD_MOD_FULL,301,4,13.289036544850498
V2,1243,INSTR_WORD_MOD_SUR,5201,8,1.5381657373582003
V3,1234,COMP_OUT_MOD,265,2,7.547169811320755
V3,1234,LOAD_VAL_MOD,209,0,0.0
V3,1234,STORE_OUT_MOD,210,0,0.0
V3,1234,PRE_EXEC_REG_MOD,268,1,3.7313432835820897
V3,1234,INSTR_TYPE_MOD,3755,31,8.255659121171771
V3,1234,MEM_VAL_MOD,642,5,7.788161993769471
V3,1234,INSTR_WORD_MOD_FULL,358,3,8.379888268156424
V3,1234,INSTR_WORD_MOD_SUR,293,0,0.0
V3,1235,COMP_OUT_MOD,185,0,0.0
V3,1235,LOAD_VAL_MOD,243,0,0.0
V3,1235,STORE_OUT_MOD,212,0,0.0
V3,1235,PRE_EXEC_REG_MOD,381,3,7.874015748031496
V3,1235,INSTR_TYPE_MOD,3743,33,8.816457387122629
V3,1235,MEM_VAL_MOD,593,7,11.804384485666105
V3,1235,INSTR_WORD_MOD_FULL,282,0,0.0
V3,1235,INSTR_WORD_MOD_SUR,361,2,5.54016620498615
V3,1236,COMP_OUT_MOD,233,0,0.0
V3,1236,LOAD_VAL_MOD,208,0,0.0
V3,1236,STORE_OUT_MOD,204,0,0.0
V3,1236,PRE_EXEC_REG_MOD,308,3,9.74025974025974
V3,1236,INSTR_TYPE_MOD,3756,27,7.18849840255591
V3,1236,MEM_VAL_MOD,525,5,9.523809523809524
V3,1236,INSTR_WORD_MOD_FULL,397,2,5.037783375314861
V3,1236,INSTR_WORD_MOD_SUR,369,3,8.130081300813009
V3,1237,COMP_OUT_MOD,256,0,0.0
V3,1237,LOAD_VAL_MOD,197,0,0.0
V3,1237,STORE_OUT_MOD,207,2,9.66183574879227
V3,1237,PRE_EXEC_REG_MOD,388,2,5.154639175257732
V3,1237,INSTR_TYPE_MOD,3589,28,7.80161604903873
V3,1237,MEM_VAL_MOD,540,7,12.962962962962964
V3,1237,INSTR_WORD_MOD_FULL,288,0,0.0
V3,1237,INSTR_WORD_MOD_SUR,535,3,5.607476635514018
V3,1238,COMP_OUT_MOD,295,2,6.779661016949152
V3,1238,LOAD_VAL_MOD,217,0,0.0
V3,1238,STORE_OUT_MOD,206,0,0.0
V3,1238,PRE_EXEC_REG_MOD,437,4,9.153318077803204
V3,1238,INSTR_TYPE_MOD,3584,28,7.8125
V3,1238,MEM_VAL_MOD,532,7,13.157894736842104
V3,1238,INSTR_WORD_MOD_FULL,278,1,3.597122302158273
V3,1238,INSTR_WORD_MOD_SUR,451,3,6.651884700665189
V3,1239,COMP_OUT_MOD,205,0,0.0
V3,1239,LOAD_VAL_MOD,234,2,8.547008547008547
V3,1239,STORE_OUT_MOD,211,0,0.0
V3,1239,PRE_EXEC_REG_MOD,451,4,8.869179600886918
V3,1239,INSTR_TYPE_MOD,3700,27,7.297297297297297
V3,1239,MEM_VAL_MOD,445,5,11.235955056179776
V3,1239,INSTR_WORD_MOD_FULL,460,5,10.869565217391305
V3,1239,INSTR_WORD_MOD_SUR,294,0,0.0
V3,1240,COMP_OUT_MOD,271,0,0.0
V3,1240,LOAD_VAL_MOD,217,0,0.0
V3,1240,STORE_OUT_MOD,217,1,4.608294930875576
V3,1240,PRE_EXEC_REG_MOD,296,1,3.3783783783783785
V3,1240,INSTR_TYPE_MOD,3694,27,7.309149972929074
V3,1240,MEM_VAL_MOD,589,8,13.582342954159593
V3,1240,INSTR_WORD_MOD_FULL,402,4,9.950248756218905
V3,1240,INSTR_WORD_MOD_SUR,314,0,0.0
V3,1241,COMP_OUT_MOD,257,0,0.0
V3,1241,LOAD_VAL_MOD,211,2,9.47867298578199
V3,1241,STORE_OUT_MOD,206,0,0.0
V3,1241,PRE_EXEC_REG_MOD,421,4,9.501187648456057
V3,1241,INSTR_TYPE_MOD,3744,28,7.478632478632479
V3,1241,MEM_VAL_MOD,397,2,5.037783375314861
V3,1241,INSTR_WORD_MOD_FULL,292,1,3.4246575342465753
V3,1241,INSTR_WORD_MOD_SUR,472,4,8.474576271186441
V3,1242,COMP_OUT_MOD,311,0,0.0
V3,1242,LOAD_VAL_MOD,243,2,8.23045267489712
V3,1242,STORE_OUT_MOD,211,0,0.0
V3,1242,PRE_EXEC_REG_MOD,423,5,11.82033096926714
V3,1242,INSTR_TYPE_MOD,3489,25,7.165376898824878
V3,1242,MEM_VAL_MOD,469,2,4.264392324093817
V3,1242,INSTR_WORD_MOD_FULL,479,5,10.438413361169102
V3,1242,INSTR_WORD_MOD_SUR,375,2,5.333333333333333
V3,1243,COMP_OUT_MOD,255,0,0.0
V3,1243,LOAD_VAL_MOD,201,0,0.0
V3,1243,STORE_OUT_MOD,212,0,0.0
V3,1243,PRE_EXEC_REG_MOD,382,1,2.6178010471204187
V3,1243,INSTR_TYPE_MOD,3696,26,7.034632034632034
V3,1243,MEM_VAL_MOD,430,6,13.953488372093023
V3,1243,INSTR_WORD_MOD_FULL,510,7,13.72549019607843
V3,1243,INSTR_WORD_MOD_SUR,314,1,3.1847133757961785
V4,1234,COMP_OUT_MOD,166,0,0.0
V4,1234,LOAD_VAL_MOD,116,0,0.0
V4,1234,STORE_OUT_MOD,90,2,22.22222222222222
V4,1234,PRE_EXEC_REG_MOD,633,4,6.3191153238546605
V4,1234,INSTR_TYPE_MOD,3797,29,7.637608638398736
V4,1234,MEM_VAL_MOD,578,3,5.190311418685121
V4,1234,INSTR_WORD_MOD_FULL,351,3,8.547008547008547
V4,1234,INSTR_WORD_MOD_SUR,269,0,0.0
V4,1235,COMP_OUT_MOD,130,2,15.384615384615385
V4,1235,LOAD_VAL_MOD,105,0,0.0
V4,1235,STORE_OUT_MOD,104,0,0.0
V4,1235,PRE_EXEC_REG_MOD,655,5,7.633587786259542
V4,1235,INSTR_TYPE_MOD,3724,29,7.7873254564983885
V4,1235,MEM_VAL_MOD,542,5,9.22509225092251
V4,1235,INSTR_WORD_MOD_FULL,373,3,8.04289544235925
V4,1235,INSTR_WORD_MOD_SUR,367,0,0.0
V4,1236,COMP_OUT_MOD,127,0,0.0
V4,1236,LOAD_VAL_MOD,82,1,12.195121951219512
V4,1236,STORE_OUT_MOD,92,0,0.0
V4,1236,PRE_EXEC_REG_MOD,777,4,5.148005148005148
V4,1236,INSTR_TYPE_MOD,3798,26,6.845708267509216
V4,1236,MEM_VAL_MOD,428,7,16.35514018691589
V4,1236,INSTR_WORD_MOD_FULL,395,5,12.658227848101266
V4,1236,INSTR_WORD_MOD_SUR,301,1,3.3222591362126246
V4,1237,COMP_OUT_MOD,148,0,0.0
V4,1237,LOAD_VAL_MOD,78,0,0.0
V4,1237,STORE_OUT_MOD,94,0,0.0
V4,1237,PRE_EXEC_REG_MOD,672,3,4.464285714285714
V4,1237,INSTR_TYPE_MOD,3824,32,8.368200836820083
V4,1237,MEM_VAL_MOD,443,1,2.2573363431151243
V4,1237,INSTR_WORD_MOD_FULL,398,0,0.0
V4,1237,INSTR_WORD_MOD_SUR,343,3,8.746355685131196
V4,1238,COMP_OUT_MOD,157,0,0.0
V4,1238,LOAD_VAL_MOD,94,2,21.27659574468085
V4,1238,STORE_OUT_MOD,93,0,0.0
V4,1238,PRE_EXEC_REG_MOD,663,5,7.541478129713424
V4,1238,INSTR_TYPE_MOD,3767,24,6.37111760021237
V4,1238,MEM_VAL_MOD,439,2,4.555808656036446
V4,1238,INSTR_WORD_MOD_FULL,448,4,8.928571428571429
V4,1238,INSTR_WORD_MOD_SUR,339,3,8.849557522123893
V4,1239,COMP_OUT_MOD,108,2,18.51851851851852
V4,1239,LOAD_VAL_MOD,72,0,0.0
V4,1239,STORE_OUT_MOD,97,0,0.0
V4,1239,PRE_EXEC_REG_MOD,609,3,4.926108374384237
V4,1239,INSTR_TYPE_MOD,3798,24,6.3191153238546605
V4,1239,MEM_VAL_MOD,598,7,11.705685618729097
V4,1239,INSTR_WORD_MOD_FULL,408,4,9.803921568627452
V4,1239,INSTR_WORD_MOD_SUR,310,4,12.903225806451612
V4,1240,COMP_OUT_MOD,121,0,0.0
V4,1240,LOAD_VAL_MOD,67,0,0.0
V4,1240,STORE_OUT_MOD,110,0,0.0
V4,1240,PRE_EXEC_REG_MOD,627,3,4.784688995215311
V4,1240,INSTR_TYPE_MOD,3800,27,7.105263157894737
V4,1240,MEM_VAL_MOD,491,6,12.219959266802444
V4,1240,INSTR_WORD_MOD_FULL,341,0,0.0
V4,1240,INSTR_WORD_MOD_SUR,443,7,15.801354401805868
V4,1241,COMP_OUT_MOD,128,1,7.8125
V4,1241,LOAD_VAL_MOD,87,0,0.0
V4,1241,STORE_OUT_MOD,91,0,0.0
V4,1241,PRE_EXEC_REG_MOD,705,3,4.25531914893617
V4,1241,INSTR_TYPE_MOD,3938,30,7.618080243778568
V4,1241,MEM_VAL_MOD,386,2,5.181347150259067
V4,1241,INSTR_WORD_MOD_FULL,327,2,6.116207951070336
V4,1241,INSTR_WORD_MOD_SUR,338,1,2.9585798816568047
V4,1242,COMP_OUT_MOD,120,0,0.0
V4,1242,LOAD_VAL_MOD,89,2,22.471910112359552
V4,1242,STORE_OUT_MOD,84,0,0.0
V4,1242,PRE_EXEC_REG_MOD,661,3,4.53857791225416
V4,1242,INSTR_TYPE_MOD,3862,29,7.509062661833247
V4,1242,MEM_VAL_MOD,513,4,7.797270955165692
V4,1242,INSTR_WORD_MOD_FULL,370,2,5.405405405405405
V4,1242,INSTR_WORD_MOD_SUR,301,1,3.3222591362126246
V4,1243,COMP_OUT_MOD,133,0,0.0
V4,1243,LOAD_VAL_MOD,88,2,22.727272727272727
V4,1243,STORE_OUT_MOD,104,0,0.0
V4,1243,PRE_EXEC_REG_MOD,677,3,4.431314623338257
V4,1243,INSTR_TYPE_MOD,3782,25,6.610259122157588
V4,1243,MEM_VAL_MOD,487,5,10.26694045174538
V4,1243,INSTR_WORD_MOD_FULL,366,2,5.46448087431694
V4,1243,INSTR_WORD_MOD_SUR,363,7,19.28374655647383
V5,1234,COMP_OUT_MOD,481,2,4.158004158004158
V5,1234,LOAD_VAL_MOD,240,0,0.0
V5,1234,STORE_OUT_MOD,240,0,0.0
V5,1234,PRE_EXEC_REG_MOD,965,3,3.1088082901554404
V5,1234,INSTR_TYPE_MOD,1308,23,17.584097859327215
V5,1234,MEM_VAL_MOD,1086,16,14.732965009208103
V5,1234,INSTR_WORD_MOD_FULL,840,1,1.1904761904761905
V5,1234,INSTR_WORD_MOD_SUR,840,1,1.1904761904761905
V5,1235,COMP_OUT_MOD,481,2,4.158004158004158
V5,1235,LOAD_VAL_MOD,240,0,0.0
V5,1235,STORE_OUT_MOD,240,0,0.0
V5,1235,PRE_EXEC_REG_MOD,962,1,1.0395010395010396
V5,1235,INSTR_TYPE_MOD,1315,28,21.29277566539924
V5,1235,MEM_VAL_MOD,1082,12,11.090573012939002
V5,1235,INSTR_WORD_MOD_FULL,840,0,0.0
V5,1235,INSTR_WORD_MOD_SUR,840,3,3.5714285714285716
V5,1236,COMP_OUT_MOD,481,2,4.158004158004158
V5,1236,LOAD_VAL_MOD,240,0,0.0
V5,1236,STORE_OUT_MOD,240,0,0.0
V5,1236,PRE_EXEC_REG_MOD,967,1,1.0341261633919339
V5,1236,INSTR_TYPE_MOD,1304,25,19.171779141104295
V5,1236,MEM_VAL_MOD,1088,13,11.948529411764707
V5,1236,INSTR_WORD_MOD_FULL,840,5,5.9523809523809526
V5,1236,INSTR_WORD_MOD_SUR,840,0,0.0
V5,1237,COMP_OUT_MOD,481,2,4.158004158004158
V5,1237,LOAD_VAL_MOD,240,0,0.0
V5,1237,STORE_OUT_MOD,240,0,0.0
V5,1237,PRE_EXEC_REG_MOD,961,3,3.121748178980229
V5,1237,INSTR_TYPE_MOD,1315,24,18.250950570342205
V5,1237,MEM_VAL_MOD,1083,14,12.927054478301015
V5,1237,INSTR_WORD_MOD_FULL,840,2,2.380952380952381
V5,1237,INSTR_WORD_MOD_SUR,840,3,3.5714285714285716
V5,1238,COMP_OUT_MOD,481,2,4.158004158004158
V5,1238,LOAD_VAL_MOD,240,0,0.0
V5,1238,STORE_OUT_MOD,240,0,0.0
V5,1238,PRE_EXEC_REG_MOD,961,2,2.0811654526534857
V5,1238,INSTR_TYPE_MOD,1315,28,21.29277566539924
V5,1238,MEM_VAL_MOD,1082,13,12.014787430683919
V5,1238,INSTR_WORD_MOD_FULL,841,0,0.0
V5,1238,INSTR_WORD_MOD_SUR,840,1,1.1904761904761905
V5,1239,COMP_OUT_MOD,481,2,4.158004158004158
V5,1239,LOAD_VAL_MOD,240,0,0.0
V5,1239,STORE_OUT_MOD,240,0,0.0
V5,1239,PRE_EXEC_REG_MOD,961,1,1.0405827263267429
V5,1239,INSTR_TYPE_MOD,1313,28,21.325209444021326
V5,1239,MEM_VAL_MOD,1085,15,13.824884792626728
V5,1239,INSTR_WORD_MOD_FULL,840,0,0.0
V5,1239,INSTR_WORD_MOD_SUR,840,1,1.1904761904761905
V5,1240,COMP_OUT_MOD,481,2,4.158004158004158
V5,1240,LOAD_VAL_MOD,240,0,0.0
V5,1240,STORE_OUT_MOD,240,0,0.0
V5,1240,PRE_EXEC_REG_MOD,963,2,2.0768431983385254
V5,1240,INSTR_TYPE_MOD,1312,25,19.054878048780488
V5,1240,MEM_VAL_MOD,1084,12,11.07011070110701
V5,1240,INSTR_WORD_MOD_FULL,840,4,4.761904761904762
V5,1240,INSTR_WORD_MOD_SUR,840,1,1.1904761904761905
V5,1241,COMP_OUT_MOD,481,2,4.158004158004158
V5,1241,LOAD_VAL_MOD,240,0,0.0
V5,1241,STORE_OUT_MOD,240,0,0.0
V5,1241,PRE_EXEC_REG_MOD,964,1,1.037344398340249
V5,1241,INSTR_TYPE_MOD,1311,25,19.06941266209001
V5,1241,MEM_VAL_MOD,1084,13,11.992619926199263
V5,1241,INSTR_WORD_MOD_FULL,840,4,4.761904761904762
V5,1241,INSTR_WORD_MOD_SUR,840,1,1.1904761904761905
V5,1242,COMP_OUT_MOD,481,2,4.158004158004158
V5,1242,LOAD_VAL_MOD,240,0,0.0
V5,1242,STORE_OUT_MOD,240,0,0.0
V5,1242,PRE_EXEC_REG_MOD,962,2,2.079002079002079
V5,1242,INSTR_TYPE_MOD,1313,24,18.278750952018278
V5,1242,MEM_VAL_MOD,1084,13,11.992619926199263
V5,1242,INSTR_WORD_MOD_FULL,840,4,4.761904761904762
V5,1242,INSTR_WORD_MOD_SUR,840,1,1.1904761904761905
V5,1243,COMP_OUT_MOD,481,2,4.158004158004158
V5,1243,LOAD_VAL_MOD,240,0,0.0
V5,1243,STORE_OUT_MOD,240,0,0.0
V5,1243,PRE_EXEC_REG_MOD,961,0,0.0
V5,1243,INSTR_TYPE_MOD,1316,31,23.556231003039514
V5,1243,MEM_VAL_MOD,1082,13,12.014787430683919
V5,1243,INSTR_WORD_MOD_FULL,840,0,0.0
V5,1243,INSTR_WORD_MOD_SUR,840,1,1.1904761904761905
