variant,selector,seed,db_path,local_context_final,local_coverage_v2_final,local_context_AUC,time_to_40,time_to_43,time_to_46,all_46_hit,compressed_global_context_final,crash_rate,no_effect_rate,allocation_entropy_by_kind,allocation_entropy_by_zone,novel_locs_vs_v1,novel_locs_names_vs_v1,n_mutations,novel_locs_union_vs_v1,partial
V5,cTS_semantic_v2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/polynize/pos_iv_pos_7_ts_b1_cTS_semantic_v2_seed1234_n6000.db,46,681.0,255181.0,1260.0,1612.0,2737.0,True,183,0.014,0.0,2.8070304289996435,3.273272847311132,0,,6000,4,False
V5,cTS_semantic_v2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/polynize/pos_iv_pos_7_ts_b2_cTS_semantic_v2_seed1235_n6000.db,46,635.0,259350.0,1026.0,1585.0,3200.0,True,190,0.013333333333333334,0.0,2.806624764175207,3.2715182517424024,0,,6000,4,False
V5,cTS_semantic_v2,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b3_cTS_semantic_v2_seed1236_n6000/pos_iv_pos_7_ts_b3_cTS_semantic_v2_seed1236_n6000.db,46,670.0,262978.0,397.0,1237.0,3099.0,True,188,0.0125,0.0,2.807263716363849,3.271824761214389,0,,6000,4,False
V5,cTS_semantic_v2,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b4_cTS_semantic_v2_seed1237_n6000/pos_iv_pos_7_ts_b4_cTS_semantic_v2_seed1237_n6000.db,48,699.0,270941.0,285.0,460.0,2185.0,True,185,0.0125,0.0,2.806596262795874,3.2701126482974914,2,ControlLoadRootAndNonce@inst_control.zir:44;ControlLoadRootAndNonce@inst_control.zir:45,6000,4,False
V5,cTS_semantic_v2,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b5_cTS_semantic_v2_seed1238_n6000/pos_iv_pos_7_ts_b5_cTS_semantic_v2_seed1238_n6000.db,46,666.0,262806.0,405.0,837.0,4885.0,True,185,0.0145,0.0,2.8066571040182353,3.2707429274669373,0,,6000,4,False
V5,cTS_semantic_v2,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b6_cTS_semantic_v2_seed1239_n6000/pos_iv_pos_7_ts_b6_cTS_semantic_v2_seed1239_n6000.db,47,708.0,273310.5,479.0,561.0,685.0,True,197,0.012333333333333333,0.0,2.8066887963239853,3.2721374875583566,1,ControlMRET@inst_control.zir:93,6000,4,False
V5,cTS_semantic_v2,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ts_b7_cTS_semantic_v2_seed1240_n6000/pos_iv_pos_7_ts_b7_cTS_semantic_v2_seed1240_n6000.db,46,696.0,268048.0,479.0,637.0,1213.0,True,191,0.012166666666666666,0.0,2.80679231804252,3.2701522273737327,0,,6000,4,False
V5,cTS_semantic_v2,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b4_cTS_semantic_v2_seed1241_n6000/pos_iv_pos_7_ta_b4_cTS_semantic_v2_seed1241_n6000.db,46,704.0,264394.0,637.0,912.0,1137.0,True,193,0.012333333333333333,0.0,2.8068664615868157,3.2693768287082485,0,,6000,4,False
V5,cTS_semantic_v2,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b5_cTS_semantic_v2_seed1242_n6000/pos_iv_pos_7_ta_b5_cTS_semantic_v2_seed1242_n6000.db,46,676.0,258842.0,713.0,1319.0,4978.0,True,190,0.0125,0.0,2.80671774154136,3.272460672361148,0,,6000,4,False
V5,cTS_semantic_v2,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b6_cTS_semantic_v2_seed1243_n6000/pos_iv_pos_7_ta_b6_cTS_semantic_v2_seed1243_n6000.db,47,710.0,269696.5,605.0,1011.0,1486.0,True,179,0.0135,0.0,2.8065493887558546,3.270755275037833,1,ControlLoadRootAndNonce@inst_control.zir:35,6000,4,False
