variant,constraint_loc,mean_v2_cells,std_v2_cells,seeds_present
V4,IllegalLoadOp@inst_mem.zir:40,3.0,0.0,10
V4,IllegalMulOp@inst_mul.zir:18,2.0,0.0,10
V4,IllegalStoreOp@inst_mem.zir:45,5.0,0.0,10
V4,IsRead@mem.zir:79,51.2,3.1198290551460244,10
V4,IsRead@mem.zir:80,42.0,2.8674417556808747,10
V4,MachineECall@inst_ecall.zir:28,1.0,0.0,10
V4,MachineECall@inst_ecall.zir:29,1.0,0.0,10
V4,MachineECall@inst_ecall.zir:32,1.0,0.0,4
V4,MemLoadInput@inst_mem.zir:8,7.5,1.1785113019775793,10
V4,MemStoreInput@inst_mem.zir:18,5.4,1.0749676997731399,10
V4,MemoryWrite@mem.zir:100,107.7,2.1628170930011126,10
V4,MemoryWrite@mem.zir:99,113.0,1.0540925533894614,10
V4,MiscInput@inst_misc.zir:7,28.8,2.0439612955674527,10
V4,MulInput@inst_mul.zir:8,8.2,1.0327955589886446,10
V4,OneHot@one_hot.zir:11,56.3,0.6749485577105527,10
V4,OneHot@one_hot.zir:9,56.3,0.6749485577105527,10
V4,OpLH@inst_mem.zir:98,1.0,0.0,10
V4,OpLHU@inst_mem.zir:123,1.0,0.0,10
V4,OpLW@inst_mem.zir:108,1.0,0.0,10
V4,OpLW@inst_mem.zir:109,1.0,0.0,10
V4,OpSH@inst_mem.zir:148,1.0,0.0,10
V4,OpSW@inst_mem.zir:160,1.0,0.0,10
V4,OpSW@inst_mem.zir:161,1.0,0.0,10
V4,PoseidonCheckOut@inst_p2.zir:265,1.0,0.0,10
V4,Sha0@inst_sha.zir:226,1.0,0.0,10
V4,VerifyOpcode@inst.zir:91,3.0,0.0,10
V4,VerifyOpcodeF3@inst.zir:96,21.0,0.0,10
V4,VerifyOpcodeF3@inst.zir:97,21.0,0.0,10
V4,VerifyOpcodeF3F7@inst.zir:102,22.0,0.0,10
V4,VerifyOpcodeF3F7@inst.zir:103,21.8,0.42163702135578357,10
V4,VerifyOpcodeF3F7@inst.zir:104,22.0,0.0,10
V5,AddrDecompose@u32.zir:67,67.1,3.2812599206199216,10
V5,AddrDecomposeBits@u32.zir:87,27.8,2.7808871486152285,10
V5,ControlLoadRootAndNonce@inst_control.zir:23,1.0,0.0,10
V5,ControlLoadRootAndNonce@inst_control.zir:35,1.0,,1
V5,ControlLoadRootAndNonce@inst_control.zir:44,1.0,,1
V5,ControlLoadRootAndNonce@inst_control.zir:45,1.0,,1
V5,ControlMRET@inst_control.zir:89,1.0,0.0,10
V5,ControlMRET@inst_control.zir:91,1.0,0.0,10
V5,ControlMRET@inst_control.zir:92,1.0,0.0,10
V5,ControlMRET@inst_control.zir:93,1.0,,1
V5,ControlUserECALL@inst_control.zir:75,1.0,0.0,10
V5,ControlUserECALL@inst_control.zir:77,1.0,0.0,10
V5,ControlUserECALL@inst_control.zir:78,1.0,0.0,10
V5,DecodeInst@inst.zir:29,24.6,2.0110804171997816,10
V5,DivInput@inst_div.zir:8,9.8,1.3984117975602022,10
V5,ECall0@inst_ecall.zir:203,3.4,0.5163977794943223,10
V5,ECallHostReadSetup@inst_ecall.zir:70,1.0,0.0,10
V5,ECallHostReadSetup@inst_ecall.zir:76,1.0,0.0,10
V5,ECallHostReadWords@inst_ecall.zir:171,1.0,0.0,10
V5,IllegalLoadOp@inst_mem.zir:40,2.9,0.31622776601683794,10
V5,IllegalMulOp@inst_mul.zir:18,2.0,0.0,10
V5,IllegalStoreOp@inst_mem.zir:45,4.8,0.4216370213557839,10
V5,IsRead@mem.zir:79,41.4,2.319003617456812,10
V5,IsRead@mem.zir:80,38.0,1.49071198499986,10
V5,MachineECall@inst_ecall.zir:28,1.0,0.0,10
V5,MachineECall@inst_ecall.zir:29,1.0,0.0,10
V5,MachineECall@inst_ecall.zir:32,1.0,0.0,10
V5,MemLoadInput@inst_mem.zir:8,9.2,1.7511900715418258,10
V5,MemStoreInput@inst_mem.zir:18,6.5,1.7159383568311666,10
V5,MemoryWrite@mem.zir:100,84.7,4.270050741306635,10
V5,MemoryWrite@mem.zir:99,93.8,5.094659513211413,10
V5,MiscInput@inst_misc.zir:7,31.5,2.718251071716681,10
V5,MulInput@inst_mul.zir:8,8.7,1.1595018087284057,10
V5,OneHot@one_hot.zir:11,48.1,3.900142447541002,10
V5,OneHot@one_hot.zir:9,48.1,3.900142447541002,10
V5,OpLH@inst_mem.zir:98,1.0,0.0,10
V5,OpLHU@inst_mem.zir:123,1.0,0.0,10
V5,OpLW@inst_mem.zir:108,1.0,0.0,10
V5,OpLW@inst_mem.zir:109,1.0,0.0,10
V5,OpSH@inst_mem.zir:148,1.0,0.0,10
V5,OpSW@inst_mem.zir:160,1.0,0.0,10
V5,OpSW@inst_mem.zir:161,1.0,0.0,10
V5,PoseidonCheckOut@inst_p2.zir:265,1.0,0.0,10
V5,Sha0@inst_sha.zir:226,1.0,0.0,10
V5,VerifyOpcode@inst.zir:91,3.0,0.0,10
V5,VerifyOpcodeF3@inst.zir:96,21.0,0.0,10
V5,VerifyOpcodeF3@inst.zir:97,21.0,0.0,10
V5,VerifyOpcodeF3F7@inst.zir:102,22.0,0.0,10
V5,VerifyOpcodeF3F7@inst.zir:103,21.4,0.5163977794943222,10
V5,VerifyOpcodeF3F7@inst.zir:104,21.3,0.6749485577105526,10
