variant,seed,db_path,kind,current_reward,no_qloc_reward,discovery_binary_reward,compressed_global_reward,n
V1,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/goracle/pos_iv_pos_7_ta_b1_zoned_seed1236_n6000.db,COMP_OUT_MOD,-0.0017693329231172384,0.1967295028054238,0.019417475728155338,0.00019658022845090898,721
V1,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/goracle/pos_iv_pos_7_ta_b1_zoned_seed1236_n6000.db,INSTR_TYPE_MOD,0.13781570922382336,0.1643977253735975,0.22296395193591456,0.004154451132374113,749
V1,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/goracle/pos_iv_pos_7_ta_b1_zoned_seed1236_n6000.db,INSTR_WORD_MOD_FULL,0.011421644860984546,0.20426954423361254,0.044136191677175286,0.0013744069095650905,793
V1,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/goracle/pos_iv_pos_7_ta_b1_zoned_seed1236_n6000.db,INSTR_WORD_MOD_SUR,0.000397138881830386,0.2213391450820528,0.03416557161629435,0.0014511153846322323,761
V1,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/goracle/pos_iv_pos_7_ta_b1_zoned_seed1236_n6000.db,LOAD_VAL_MOD,-0.012207234080754352,0.18896329159992803,0.004366812227074236,0.00010315454491492385,687
V1,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/goracle/pos_iv_pos_7_ta_b1_zoned_seed1236_n6000.db,MEM_VAL_MOD,0.01214200411958192,0.19691831752627373,0.056910569105691054,0.0018932992176962063,738
V1,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/goracle/pos_iv_pos_7_ta_b1_zoned_seed1236_n6000.db,PRE_EXEC_REG_MOD,-0.02245194063938499,0.19116462951875315,0.07169811320754717,0.0027381053063923015,795
V1,1236,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/goracle/pos_iv_pos_7_ta_b1_zoned_seed1236_n6000.db,STORE_OUT_MOD,-0.012464571879484474,0.18683676707419145,0.003968253968253968,0.00018747929194855206,756
V1,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/zone/pos_iv_pos_7_ta_b1_zoned_seed1237_n6000.db,COMP_OUT_MOD,-0.007352018683846802,0.19456503284873566,0.013513513513513514,0.0001915328982609532,740
V1,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/zone/pos_iv_pos_7_ta_b1_zoned_seed1237_n6000.db,INSTR_TYPE_MOD,0.14557082489786755,0.17275575629483417,0.23316708229426433,0.004222868342203348,802
V1,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/zone/pos_iv_pos_7_ta_b1_zoned_seed1237_n6000.db,INSTR_WORD_MOD_FULL,0.004707778327867352,0.2014437232627721,0.05006765899864682,0.002310718005443623,739
V1,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/zone/pos_iv_pos_7_ta_b1_zoned_seed1237_n6000.db,INSTR_WORD_MOD_SUR,0.00499827966574947,0.22575736061357715,0.035161744022503515,0.0018468459849473521,711
V1,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/zone/pos_iv_pos_7_ta_b1_zoned_seed1237_n6000.db,LOAD_VAL_MOD,-0.01351969963563613,0.18812699059142535,0.002652519893899204,9.398829225006987e-05,754
V1,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/zone/pos_iv_pos_7_ta_b1_zoned_seed1237_n6000.db,MEM_VAL_MOD,0.011788213927556749,0.19874116621574303,0.058666666666666666,0.0020661206217542642,750
V1,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/zone/pos_iv_pos_7_ta_b1_zoned_seed1237_n6000.db,PRE_EXEC_REG_MOD,-0.018269504574160066,0.19217334493933091,0.06878980891719745,0.0024118790180326995,785
V1,1237,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-25_695151/zone/pos_iv_pos_7_ta_b1_zoned_seed1237_n6000.db,STORE_OUT_MOD,-0.012080033523287572,0.1874886317859547,0.004172461752433936,0.00019712704410723974,719
V1,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000.db,COMP_OUT_MOD,-0.0049888930074669015,0.19549965217867812,0.013477088948787063,0.0001910166370796568,742
V1,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000.db,INSTR_TYPE_MOD,0.12969089985216478,0.16748023263923495,0.21098626716604243,0.0038383064471671047,801
V1,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000.db,INSTR_WORD_MOD_FULL,0.0024665333123761748,0.20160371159840107,0.043010752688172046,0.001301423332047399,744
V1,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000.db,INSTR_WORD_MOD_SUR,0.004673961928972538,0.2234574815745132,0.03937007874015748,0.0015422125722594244,762
V1,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000.db,LOAD_VAL_MOD,-0.012826791488710692,0.18900763310579252,0.004155124653739612,0.0,722
V1,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000.db,MEM_VAL_MOD,0.014783522494893755,0.19694189309558813,0.06429548563611491,0.0021053203384034276,731
V1,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000.db,PRE_EXEC_REG_MOD,-0.0262642765537253,0.19176583728555519,0.06578947368421052,0.002677709702458914,760
V1,1238,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000/pos_iv_pos_7_ta_b2_zoned_seed1238_n6000.db,STORE_OUT_MOD,-0.012195603362244373,0.1875364085666645,0.0040650406504065045,0.00019205195760583382,738
V1,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000.db,COMP_OUT_MOD,-0.005496346623443032,0.19538020374166978,0.015789473684210527,9.324627941651669e-05,760
V1,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000.db,INSTR_TYPE_MOD,0.13976115940747186,0.17257195213497736,0.23186528497409326,0.0048248451777665995,772
V1,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000.db,INSTR_WORD_MOD_FULL,0.004572524333009568,0.2042157615227374,0.042105263157894736,0.001639517305813466,760
V1,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000.db,INSTR_WORD_MOD_SUR,0.004987051725398634,0.22287789461710195,0.03804347826086957,0.0013572675033387376,736
V1,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000.db,LOAD_VAL_MOD,-0.011981569399958609,0.189034059415935,0.004132231404958678,9.761318506412215e-05,726
V1,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000.db,MEM_VAL_MOD,0.010936815360385826,0.19502485249943088,0.059278350515463915,0.0018660223847230665,776
V1,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000.db,PRE_EXEC_REG_MOD,-0.016897149428559962,0.19268112601911996,0.0763888888888889,0.0026575189633707254,720
V1,1239,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000/pos_iv_pos_7_ta_b2_zoned_seed1239_n6000.db,STORE_OUT_MOD,-0.014524901152625494,0.18646694978607797,0.0026666666666666666,0.0001889791262841405,750
V1,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000.db,COMP_OUT_MOD,-0.007153011098079285,0.1949202388443764,0.01303780964797914,0.0,767
V1,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000.db,INSTR_TYPE_MOD,0.14348229031763493,0.1706113423652131,0.22963951935914553,0.00454706793927532,749
V1,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000.db,INSTR_WORD_MOD_FULL,0.004618773355402443,0.20291314665540788,0.046089385474860335,0.0016211897369297062,716
V1,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000.db,INSTR_WORD_MOD_SUR,0.0050145477889866315,0.22148728103450865,0.038461538461538464,0.0015585755703735828,754
V1,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000.db,LOAD_VAL_MOD,-0.012276106724551684,0.1878959053303907,0.00390625,9.227496400592797e-05,768
V1,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000.db,MEM_VAL_MOD,0.012893930675514573,0.19861126174104274,0.05751633986928104,0.001866594439312217,765
V1,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000.db,PRE_EXEC_REG_MOD,-0.019122397043930324,0.19297890692182376,0.06743002544529263,0.0027694576572288546,786
V1,1240,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000/pos_iv_pos_7_ta_b2_zoned_seed1240_n6000.db,STORE_OUT_MOD,-0.012911467839407208,0.18682541883088005,0.004316546762589928,0.00020393430893971996,695
V1,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000.db,COMP_OUT_MOD,-0.0033872331050348635,0.19626391710849536,0.014588859416445624,9.398829225006987e-05,754
V1,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000.db,INSTR_TYPE_MOD,0.14586402823143144,0.16888404827956155,0.2352168199737188,0.004120336209944164,761
V1,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000.db,INSTR_WORD_MOD_FULL,0.0106821925855945,0.19823327596907306,0.052980132450331126,0.0022135578629901326,755
V1,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000.db,INSTR_WORD_MOD_SUR,0.003669283166496077,0.22206378183438502,0.0388739946380697,0.0015072217589495738,746
V1,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000.db,LOAD_VAL_MOD,-0.01278814830653398,0.18833555803101443,0.004189944134078212,9.897649770468252e-05,716
V1,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000.db,MEM_VAL_MOD,0.014131925836706211,0.19765777389275868,0.05695364238410596,0.0017783886692679227,755
V1,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000.db,PRE_EXEC_REG_MOD,-0.03045048375777031,0.1896731604108461,0.06925207756232687,0.0027908182124619404,722
V1,1241,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000/pos_iv_pos_7_ta_b2_zoned_seed1241_n6000.db,STORE_OUT_MOD,-0.013887727521768823,0.1872461028523538,0.0025284450063211127,0.00017918374805702322,791
V1,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000.db,COMP_OUT_MOD,-0.006313852176464742,0.1949207479113593,0.013679890560875513,9.694551621963431e-05,731
V1,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000.db,INSTR_TYPE_MOD,0.1572038609058876,0.1788515950415628,0.24234354194407456,0.004407311966441887,751
V1,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000.db,INSTR_WORD_MOD_FULL,0.009770108073916156,0.201108038100459,0.05333333333333334,0.0019665739526425682,750
V1,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000.db,INSTR_WORD_MOD_SUR,0.01023891817099163,0.2227916755728936,0.04644808743169399,0.0014392353276227179,732
V1,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000.db,LOAD_VAL_MOD,-0.011801026572704952,0.1878796116456215,0.004987531172069825,8.836305780118789e-05,802
V1,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000.db,MEM_VAL_MOD,0.009484161755940435,0.19589193779817995,0.05466666666666667,0.0016740273039289265,750
V1,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000.db,PRE_EXEC_REG_MOD,-0.02408641097675843,0.19207378000915531,0.06586021505376344,0.002327287715015202,744
V1,1242,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000/pos_iv_pos_7_ta_b3_zoned_seed1242_n6000.db,STORE_OUT_MOD,-0.012538109382908983,0.18751164989660563,0.004054054054054054,0.0001915328982609532,740
V1,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000.db,COMP_OUT_MOD,-0.006828821764746209,0.19502897199063446,0.011627906976744186,9.15596542074324e-05,774
V1,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000.db,INSTR_TYPE_MOD,0.1674549041883281,0.17381806210011277,0.2581081081081081,0.004418532483588311,740
V1,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000.db,INSTR_WORD_MOD_FULL,0.004147015990884998,0.20225248481422273,0.04041720990873533,0.0019966147437007393,767
V1,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000.db,INSTR_WORD_MOD_SUR,0.006562788972447395,0.22651722094907267,0.04016620498614958,0.0011169473543752163,722
V1,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000.db,LOAD_VAL_MOD,-0.013835110891663683,0.18824652573261852,0.002628120893561104,0.0,761
V1,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000.db,MEM_VAL_MOD,0.01885940794586971,0.1999079172846273,0.06002728512960437,0.0018317645911286242,733
V1,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000.db,PRE_EXEC_REG_MOD,-0.024070245582266555,0.19386282701379054,0.07008086253369272,0.002769741237655024,742
V1,1243,/root/arguzz/a4/runs/iv_pos_7/dbs/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000/pos_iv_pos_7_ta_b3_zoned_seed1243_n6000.db,STORE_OUT_MOD,-0.013434340691322447,0.1863948699723451,0.003942181340341655,0.00018624749633785198,761
V2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/flare/pos_iv_pos_7_ts_b1_kindUCB_zoned_v1_seed1234_n6000.db,COMP_OUT_MOD,0.053002721396542184,0.21645564525209618,0.09183673469387756,0.001446268823603116,98
V2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/flare/pos_iv_pos_7_ts_b1_kindUCB_zoned_v1_seed1234_n6000.db,INSTR_TYPE_MOD,0.5412218634345958,0.27859651938277297,0.6833333333333333,0.014621719370257646,60
V2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/flare/pos_iv_pos_7_ts_b1_kindUCB_zoned_v1_seed1234_n6000.db,INSTR_WORD_MOD_FULL,0.024746417196555723,0.19769249017270724,0.0856269113149847,0.002621451185762096,327
V2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/flare/pos_iv_pos_7_ts_b1_kindUCB_zoned_v1_seed1234_n6000.db,INSTR_WORD_MOD_SUR,0.000503578028208737,0.21785479017206374,0.015133876600698487,0.00042962594324049265,5154
V2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/flare/pos_iv_pos_7_ts_b1_kindUCB_zoned_v1_seed1234_n6000.db,LOAD_VAL_MOD,0.005218519541662174,0.20647508241876358,0.021505376344086023,0.0007620126059844375,93
V2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/flare/pos_iv_pos_7_ts_b1_kindUCB_zoned_v1_seed1234_n6000.db,MEM_VAL_MOD,0.14137838305987507,0.2306292230935322,0.2358490566037736,0.006685582297787989,106
V2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/flare/pos_iv_pos_7_ts_b1_kindUCB_zoned_v1_seed1234_n6000.db,PRE_EXEC_REG_MOD,0.20782941274440608,0.24121005963395323,0.40625,0.012180295248782492,64
V2,1234,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_03-00-16_498814/flare/pos_iv_pos_7_ts_b1_kindUCB_zoned_v1_seed1234_n6000.db,STORE_OUT_MOD,-0.0030246435174860788,0.2047105069264903,0.02040816326530612,0.001446268823603116,98
V2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/flare/pos_iv_pos_7_ts_b2_kindUCB_zoned_v1_seed1235_n6000.db,COMP_OUT_MOD,0.05334230577924579,0.2175338127656307,0.11,0.0,100
V2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/flare/pos_iv_pos_7_ts_b2_kindUCB_zoned_v1_seed1235_n6000.db,INSTR_TYPE_MOD,0.5703419952868853,0.277996415491434,0.7213114754098361,0.0221228182748009,61
V2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/flare/pos_iv_pos_7_ts_b2_kindUCB_zoned_v1_seed1235_n6000.db,INSTR_WORD_MOD_FULL,0.02898445717543916,0.19622963550792724,0.10384615384615385,0.0035068689042566307,260
V2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/flare/pos_iv_pos_7_ts_b2_kindUCB_zoned_v1_seed1235_n6000.db,INSTR_WORD_MOD_SUR,-0.00044726489038076907,0.21729614167954975,0.013745704467353952,0.0003422836782740363,5238
V2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/flare/pos_iv_pos_7_ts_b2_kindUCB_zoned_v1_seed1235_n6000.db,LOAD_VAL_MOD,0.0062069729550518,0.20762856625310352,0.031578947368421054,0.001491940470664267,95
V2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/flare/pos_iv_pos_7_ts_b2_kindUCB_zoned_v1_seed1235_n6000.db,MEM_VAL_MOD,0.154855772753905,0.23019055674356176,0.2830188679245283,0.006785594551965277,106
V2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/flare/pos_iv_pos_7_ts_b2_kindUCB_zoned_v1_seed1235_n6000.db,PRE_EXEC_REG_MOD,0.19243795431889624,0.22104403822305482,0.34,0.01195254604532935,50
V2,1235,/root/arguzz/a4/runs/iv_pos_7/dbs/2026-06-14_08-42-21_698342/flare/pos_iv_pos_7_ts_b2_kindUCB_zoned_v1_seed1235_n6000.db,STORE_OUT_MOD,-0.002405409228807904,0.20355993514196766,0.022222222222222223,0.0015748260523678374,90
